"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"investigator_index__inv_id"
"PTA-026-27-1203"	"Realities of ICTS in an African Economy: The Case of Tanzania"	"http://researchcatalogue.esrc.ac.uk//grants/PTA-026-27-1203/read"	"2005"	"2006"	"The doctoral thesis entitled ‘Food, Carvings and Shelter: the adoption and appropriation of information and communication technologies (ICT) in Tanzanian micro and small enterprises’, cautions that despite the huge uptake of mobile phones in particular, the need for direct and personal interaction through face-to-face contact – a traditional pre-ICT aspect of the African business culture – looks set to remain for some time. The findings will be disseminated in Tanzania, sharing the work with the Tanzanian Commission for Science and Technology, both in informal meetings and more widely at their Scientific and Technological conference. There are also plans to feedback to a selection of his primary field informants outside government. In addition, the findings are due to be shared at a number of other UK-based presentations and will involve producing at least two peer-reviewed journal publications based on the doctoral thesis. The overall aim is to use the opportunities that the fellowship offers to get published and to network, and to build on these to pursue an academic career. "	"81"	"Molony, Thomas"	"-1"
"RES-160-25-0047"	"Spinning science: The nanotech industry and financial news"	"http://researchcatalogue.esrc.ac.uk//grants/RES-160-25-0047/read"	"2005"	"2006"	"As nanotechnology’s risks and benefits continue to be debated in both specialist science and popular media, there has been a call for more social scientists to examine public perceptions, understandings of the risks and benefits, and involvement in the governance of nanoscience. Research in risk and science communication has been quite successful in explaining the relationships between scientists, public health education interests groups, power plants, food and cigarette manufacturers, and public perceptions of science messages and truth in media. Yet there exists virtually no research on the relationships between companies involved in nanotechnology and the messages that they provide through their press and investor relations offices to the financial media. Nor has there been much work on communicating financial risk or critical, sociological examinations of financial journalism. Given the crucial role of financial institutions in the current and future development of nanotechnology, the analytic neglect of this channel of communication to date constitutes a significant gap for the field. This project studies the primary relationships between nanotech companies’ public relations and press officers, and financial journalists covering the industry. "	"81"	"Ebeling, Mary"	"-1"
"RES-000-23-0830"	"Organising Ethical Trade: A UK-USA Comparison"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-23-0830/read"	"2005"	"2007"	"Ethical trade, involving corporate codes of conduct for sites of export production, is fast becoming a key way in which retailers' global supply chains are being regulated. Yet, there is evidence to suggest that retail corporations vary markedly in their approaches to ethical trade and that such corporate variation is shaped, in part, by the national contexts in which retailers are based. The aim of this project is to evaluate the contrasting ways in which ethical trade is being approached and organised by leading food and clothing retailers in the UK and USA. This comparative analysis, using an interview-based methodology, will advance understandings of the historical and geographic specificity of ethical trading programmes. Placing the geographies of ethical trade at the centre of analysis, the research will make an important contribution to social science debates on regulatory complexity in an era of globalisation. "	"81"	"Hughes, Alex"	"-1"
"RES-000-23-0645"	"Crop Yields, Environmental Conditions, and Historical Change"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-23-0645/read"	"2005"	"2007"	"This innovative inter-disciplinary project will explore the complex relationship between human behaviour and the environment during the key watershed period 1270—1430, when demographic and economic expansion gave way to crisis and contraction and the Medieval Climatic Optimum was succeeded by the onset of the Little Ice Age. It will do so by focusing upon the uniquely abundant and accurate record of crop yields on individual demesne farms in eastern and southern England. Approximately 25,000 precisely dated yield ratios painstakingly calculated by historians from information contained in original Latin documents will be assembled for the first time into a single database. Advanced statistical methods will then be used to reconstruct a methodologically robust set of time series which takes account of inevitable chronological and spatial discontinuities in the spread of the data. For no other period or country is it possible to reconstruct such a precisely calibrated chronology of crop yields. It will permit thorough reassessment of the temporal variations in, and interrelationships between, yields, prices, and output. To investigate the nature and influence of changing environmental conditions, the historical growth record of crops will then be systematically compared with the dendrochronological growth record of oaks.   "	"81"	"Campbell, Bruce"	"-1"
"RES-224-25-0095"	"Building Capacity to Investigate the Potential Role of Sustainable Agricultural Intensification in AgroEcological System"	"http://researchcatalogue.esrc.ac.uk//grants/RES-224-25-0095/read"	"2004"	"2005"	"Given an ever-growing population, the global agro-ecosystem is required to deliver increasing levels of food production from a non-expanding stock of land, water and other natural resources. While this clearly implies increasing the productivity of finite resources, there are widely differing views as to how this may be achieved without degrading or destroying the bio-ecological foundations on which agricultural productivity depends. In the absence of exogenous growth in productivity arising from technical change, this implies a need to develop strategies for sustainable intensification. Such sustainability represents one possible future option for land use in a UK and European context. This investigation is a preliminary empirical study of three areas representing three major agro-ecosystems (upland agriculture, lowland grassland and intensive arable farming). The study sets out to delineate the habitat types in each area and to determine how dynamic intensification processes might (or might not) be sustainably supported. It is establishing what data are available to describe these economic and ecological processes and exploring how they might be used to construct and test alternative models of the agro-ecological systems. In the process, the extent to which additional data collection is warranted will be clarified. "	"81"	"Russell, Noel"	"-1"
"ES.L003112.1"	"Contagion: transforming social analysis and method"	"http://researchcatalogue.esrc.ac.uk//grants/ES.L003112.1/read"	"2013"	"2015"	"We live in contagious times, where society is continually re-made and even unmade through its contacts - and these in turn can both generate and be responsive to large amounts of digital trace data. As a result, this research addresses conceptual and methodological challenges by strategically and intelligently mining new data resources in order to build an empirically rich and theoretically informed epidemiology of the social. What makes some things, viruses or affects, affective?  What gives them a propensity to move, transform and infect? Can we reach some conclusions on transmissibility, its spatial and temporal variations? And what effects, if any, do different contagious domains have on our understanding of this social epidemiology? In the social sciences we haven't as yet capitalised on the possibilities of bringing these resources together to inform a critical approach to reality mining. To that end contagion involves an international and interdisciplinary team working collaboratively to explore three contagious phenomena (influenza, food scares and finance), in order to refine methods, explore spatial analysis and theory, to compare contagious domains and identify avenues for further work and impact."	"81"	"Hinchliffe, Steve"	"-1"
"ES.J009601.1"	"Structural Change and Productivity Growth in Africa"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J009601.1/read"	"2012"	"2014"	"This research seeks to understand the causes and consequences of structural transformation in Africa. While it is well understood that structural change and economic growth go hand in hand, there is little consensus among researchers - and in the case of Africa little actual research - on the determinants of structural transformation. A major contribution of this project is the construction of a harmonised long-term sectoral dataset for several countries in Sub-Saharan Africa. This dataset will consist of time series information on value added in international prices and employment for ten broad economic sectors for the period from 1960 to 2010. With this new dataset, the researchers will identify countries in which structural change has been growth enhancing as well as countries in which structural change has reduced economic growth. Comparisons with other developing regions of the world will be made through similar datasets already available for Asia and Latin-America. Using the results of this analysis, the researchers will identify specific policies and events that have influenced the process of structural change. The researchers will also examine the links between urbanization, food prices and structural change by using a combination of qualitative and quantitative methods including in-depth case studies.  "	"81"	"Mcmillan, Margaret"	"-1"
"ES.J008893.1"	"A Behavioural Economic Analysis of Agricultural Investment Decisions in Uganda"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J008893.1/read"	"2012"	"2015"	"Farmers in developing countries operate in extraordinarily hazardous environments. Policies that aim to increase agricultural productivity in such environments - policies on agricultural lending, research and extension, rural infrastructure, crop insurance, and so forth - need to take into account how farmers take agricultural investment decisions. However, crucial elements of their decision-making habits that relate to risky choices remain ill-understood. In this research project, economic experiments are used to advance the understanding of how farmers who face numerous threats to their livelihoods take risky investment decisions. In these experiments, participants respond to real monetary incentives, which enables the investigation of salient features of their decision-making habits. First, potential biases in risky choice behaviour will be studied. Participants make several choices from among lotteries; the probabilities and possible outcomes of the lotteries are systematically varied, in order to measure whether certain risks tend to be exaggerated (or alternatively, downplayed) in participants’ minds. Second, the influence of social interaction on risky choice behaviour will be studied. Random pairs of participants are formed whose earnings in the experiment are pooled, and redistributed in accordance with local social norms. The research will take place among small farmers in east Uganda. "	"81"	"Verschoor, Arjan"	"-1"
"ES.K008358.1"	"Counter-Piracy Governance: A Praxiographic Analysis"	"http://researchcatalogue.esrc.ac.uk//grants/ES.K008358.1/read"	"2013"	"2016"	"Maritime piracy is  back on the agenda of world politics. How is the international community responding to piracy and what makes it so difficult to address the problem? This three year research project analyses the international response to contemporary maritime piracy. Drawing on an International Political Sociology approach and contemporary practice theory, the project studies the global governance of piracy and the institutional arrangements in three piracy infested regions, East Africa, West Africa and East Asia. It sets out to understand the consequences of counter-piracy for ocean governance and maritime security strategy, and it attempts to strengthen the profile of maritime security studies in the UK. The outcomes of the project will also be of interest for maritime security practitioners as well as the shipping industry."	"81"	"Bueger, Christian"	"-1"
"ES.J009008.1"	"Which farmer(s) should we target? How do extension approaches influence social learning and spread of agricultural innovations?"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J009008.1/read"	"2012"	"2016"	"When promoting new agricultural technologies in developing countries lead farmers, -farmers who implement demonstration plots of a new technology-, learn about the best way to implement the technology and should share this information with others. Whether actually selected farmers are well placed for these tasks is often not known, and selecting differently may have profound effects on technology diffusion and impact of development programs. This is investigated empirically in the Democratic Republic of Congo. Together with local field officers promoting the use of improved crop varieties, current selection methods, and their shortcomings in reaching various (vulnerable) subgroups, have been identified. The shortcomings are used to design an improved selection method. The current and improved selection methods are each implemented in 30 randomly selected villages. Before and after the intervention detailed data is collected at village and household level, building an understanding if and when the improved method leads to enhanced diffusion of knowledge on new varieties. Additional analyses provide detailed insights in technology diffusion through social networks. This research allows agricultural development programs to increase their reach amongst rural African smallholders, and/or better targeting vulnerable subgroups in rural societies."	"81"	"Bulte, Erwin"	"-1"
"ES.J009261.1"	"Space, Markets and Employment in Agricultural Development: Case Studies from Southern Africa"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J009261.1/read"	"2012"	"2015"	"Agricultural development can only lead to inclusive, sustainable growth if, in addition to productivity gains on the land, it supports non-farm employment. Yet the links between  agricultural productivity and non-farm employment are poorly understood. Recent debates indicate that the multipliers that can support non-farm rural employment depend not only on growth in local aggregate demand, but also on the spatial and institutional configuration of the links between farm and non-farm employment, and between near and distant markets.  This project will explore the spatial and institutional articulation of markets, human settlements and farm and non-farm livelihoods in marginalised and impoverished regions of Malawi, South Africa and Zimbabwe. It will do this by building a careful qualitative picture of the flow and distribution of money, resources, risk and opportunities in socio-economic networks, value chains and markets in rural districts.  This qualitative picture will be combined with a detailed quantitative analysis of the livelihood outcomes for actors and role players in the network. The research will be undertaken by a consortium of researchers led by the Institute for Poverty, Land and Agrarian Studies at the University of the Western Cape in South Africa.  Ethical Clearance will fall under the auspices of UWC."	"81"	"Toit, Andries Du"	"-1"
"RES-075-25-0028"	"THE RISING POWERS AND GLOBAL STANDARDS RESEARCH NETWORK"	"http://researchcatalogue.esrc.ac.uk//grants/RES-075-25-0028/read"	"2010"	"2011"	"The global economy is being transformed by the 'Rising Powers' - especially China, India and Brazil. One aspect of this transformation is how these economies are challenging the rules that govern international trade and global production, in particular global environmental and labour standards. For the developing world, meeting international standards is increasingly critical. We are now more aware about the food we eat and how it came to our plates, or whether what we wear implied sweatshop labour. Yet, gains from compliance - especially for workers and poor producers - remain unclear. Expanding trade between the RP economies, their growing domestic consumer markets and the emergence of leading firms from China, India and Brazil raise questions on how global standards will be shaped in the future, who the key drivers will be, and what implications arise for small producers and poor workers in the developing world. Understanding these processes, and their policy implications, are important if we are to avert a 'race to the bottom' with declining labour and environmental standards. The Rising Powers and Global Standards (RPGS) Research Network assembles an international group of experienced researchers and policy actors to formulate a comparative research programme to address this agenda. "	"81"	"Nadvi, Khalid"	"-1"
"RES-000-22-0132"	"The Discourse of the GM Food Debate: How Language Choices Affect Public Trust"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-0132/read"	"2003"	"2004"	"The research aims to analyse the language and discourse of the debate over GM crops and food during February-July 2003. This period is expected by all sides to be one of renewed controversy and interest in the UK, with a government initiated national debate, discussion of the GM crop field trial results, and reconsideration of the current moratorium on commercial cultivation. Although it is impossible to predict either the exact course or duration of the debate, it is certain to provide a wealth of material for research into the impact of stakeholders communication strategies upon public trust and understanding. Recently, the GM debate has generated a great deal of research and publication. The proposed project, however, is distinctive for its attention to the language and discourse of the debate, and for its combination of linguistic and sociological methodology. The GM debate brings together scientific, ethical, political and social concerns. Each perspective has its own discourse, and this in itself can be a source of misunderstanding and disagreement. The research will focus less upon the content of the debate, as other research has done, and more upon the forms in which it is expressed, as well as ways in which it is framed by its actors. It will explore how styles of argument, metaphors and analogies, phrases and single words can change in meaning and effect when they cross discoursal boundaries. As such, it will make a unique contribution to understanding of the public debate, and be of value and relevance to all stakeholders, interested academics, and society in general. More generally it will provide insights into the communication of controversial new technology and the responses of both public, media, and policy makers. For this purpose, the project will collect, analyse and relate three datasets. The first will be an electronically stored corpus of newspaper articles and public statements by major stakeholders (such as NGOs, government, and biotechnology companies). This first datatset can be automatically analysed using current corpus linguistic software to reveal frequent word choices and combinations. The second dataset will be transcripts of interviews with representatives of major stakeholder organisations about the factors governing their choices of language and strategies of argumentation. This second dataset will be coded using software for qualitative analysis, to reveal recurrent themes and opinions. The third dataset will be transcriptions of six focus groups, meeting on two occasions each, in which participants react to the language choices and communicative styles of selected extracts from dataset one. Focus groups have been chosen for the depth which they allow in the exploration of views and opinions among targeted groups with a particular relation to the topic. In our research each group identity will relate to one area of the debate, as follows: parents of young children (diet and health); charity volunteers (ethical concerns); students in higher education (long term effects); birdwatchers (biodiversity); farmers (consequences for agriculture); temporary UK residents from poor countries (effect on crop nutrition and yield). The intention is not to provide a survey of opinion, of which many already exist, nor to duplicate the existing focus-group literature on public responses to GM, but to provide new evidence of the discoursal sources of conflict and mistrust. This third dataset will also be coded for themes and arguments. This research will elucidate the actual (rather than presumed) effect of styles of argument on public perceptions and trust, thus complimenting and deepening existing understanding "	"81"	"Cook, Guy"	"-1"
"RES-451-26-0807"	"Employee Engagement, Organisational Performance and Individual Wellbeing: Exploring the Evidence, Developing the Theory"	"http://researchcatalogue.esrc.ac.uk//grants/RES-451-26-0807/read"	"2011"	"2013"	"The focus of this seminar series is employee engagement, and the links between engagement, individual wellbeing and organisational performance. Interest in the topic of employee engagement has arisen as part of the wider growth of positive organisational psychology. Engagement is commonly viewed as a set of positive work-related attitudes, feelings and behaviours. There has been substantial interest in the topic of engagement on the part of practitioners, particularly in the wake of the UK government's 2009 MacLeod Review highlighting the benefits of an engaged workforce. The aim of this series is to bring together academics, policymakers and practitioners to debate and discuss employee engagement, to bolster the UK research base on the topic, and to disseminate academic research on engagement to a wide audience. The series comprises four seminars, starting on 8 February 2011 at Kent University. A special issue of the International Journal of Human Resource Management is linked with the series. The ethos of the series is inclusive, and each seminar will comprise presentations from experienced and early career academics as well as leading practitioners and policymakers, allowing plenty of time for debate and discussion. "	"81"	"Truss, Katie"	"-1"
"RES-000-22-0306"	"Investigation of Demand Systems with Nonstationary Variables"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-0306/read"	"2003"	"2004"	"There is a long history of estimating and testing demand systems in economics. Most models fail in the testing procedures because estimates do not satisfy properties of theoretical demand models. For example, if demand for a commodity depends upon its price, prices of other commodities and money income, then equal proportionate changes in income and prices must leave the level of demand unchanged. Demand equations are said to be homogenous of degree zero in income and prices. Most empircal studies of demand systems fail this first elementary test. There have been a number of reasons put forward for this failure and recently the argument that some (or all) of the variables in the systems are ""non-stationary"". That is, variables like prices appear, over time, to be generated by a process something like ""the price of carrots this week is equal to the price of carrots last week plus a random error"". Such a process is called a random walk and variables which are generated by such processes have to be treated using special methods. These methods do appear to be more successful, but not completely so. Reasons for their failure could be attributed to the impact of population growth or shifting trends, such as tastes, whch are rarely built explicitly into the models. This project intends to investigate two demand system specifications, which have been shown to give a great deal of flexibility in satisfying demand properties. The systems are called the Almost Ideal Demand Model and the Translog System. These systems will be investigated using aggregate demand data on such commodities as food and drink, alcohol and tobacco, clothing and footwear, health, communication, education and recreation and culture, applying techniques for non-stationary variables and allowing for population changes and shifting trends. The models will be compared by their estimates and their forecasting performance "	"81"	"Attfield, C"	"-1"
"RES-332-25-0005"	"Supporting and Harnessing Diversity? Experiments in Appropriate Technology"	"http://researchcatalogue.esrc.ac.uk//grants/RES-332-25-0005/read"	"2003"	"2005"	"Technological choices are influenced by a logic that derives from the accumulated knowledge, past investments and established technological practices. This tendency is called the technological regime. Regimes lead innovations along particular trajectories. Studies into past regime shifts (creating a new selection logic) identify the importance of novel niches in the development and use of the radically-different techniques that became the succeeding regime. A tension between diverse niches and the tendency for regimes to reduce diversity has been recognised by analysts. Maintaining a degree of diversity has been recommended on positive and normative grounds: diversity promotes innovation, and insures against unsustainable technological ‘lock-in’. However, little has been said about how diversity could be supported and harnessed. It is a gap in knowledge which this proposal intends to fill. The proposal uses a novel methodology (niche experiments) to test theory in the Strategic Niche Management (SNM) of transitions toward sustainable technological regimes. Real-world experiments in appropriate technology (AT) are analysed as though they were deep green niches existing within unsustainable technological regimes. Three sustainable niche case studies will be analysed: local organic food initiatives; low-impact housing; and wind energy. The evolution of these niches will be analysed. Evidence of niche influence on the incumbent regime will be assessed by examining niche growth and/or links with the incumbent regime. To this end, SNM techniques will be used critically to assess whether technological, organisational and institutional reforms could help the niches flourish and become practised more widely, and to test the viability of using niches in transition management to sustainable technological regimes. If viable, practical, policy-oriented recommendations about methods for supporting and harnessing diversity will be a key project output. "	"81"	"Smith, Adrian"	"-1"
"ES.K012150.1"	"Insuring against Rural Water Risk in Africa"	"http://researchcatalogue.esrc.ac.uk//grants/ES.K012150.1/read"	"2013"	"2015"	"Community management of handpumps has been the accepted mode of thinking for rural water supply over three decades in Africa. However, despite billions invested in rural handpumps one in three handpumps do not work in rural Africa. This represents a huge wasted investment and is associated with high but avoidable health, welfare and livelihood costs. Encouragingly, the risk of handpump breakdown bears all the hallmarks of an insurable risk. A recent technological breakthrough by researchers at Oxford University makes an insurance model now feasible. Like any insurance model premiums are lower with more handpumps as they spread the risk across all users. What is not clear is how much users would pay and what level of maintenance service they would want. Linking consumer demand with insurance supply will then provide a credible basis to test such a new handpump insurance product in the next phase of the research. There is a lot of excitement and interest in the research with the project partners including the Government of Kenya, United Nations Children Foundation (UNICEF) and mobile phone companies and operators (GSMA). If this project is successful it could help the 276 million rural Africans access safe and reliable water to make their lives and futures healthy and wealthier. That would be good news for everyone."	"81"	"Hope, Robert"	"-1"
"ES.J021881.1"	"Family Demography and Health in Low- and Middle-income Countries: A Cyberseminar Series Exploring Family Change and Intergenerational Relationships"	"http://researchcatalogue.esrc.ac.uk//grants/ES.J021881.1/read"	"2013"	"2015"	"The overarching aim of this proposed ESRC-funded series of three cyberseminars is to consolidate and enhance the contribution that family demography can make to understanding of intergenerational relationships and support in low- and middle-income countries. Designed to facilitate the maximum amount of international participation, the seminars will bring together in a 'virtual' forum leading academic researchers and students from demography and other allied disciplines, practitioners in family-centered programmes or involved in the collection of family data in resource-poor settings. Key objectives of the seminars also relate to knowledge exchange and building research capacity through engaging well-established and early career researchers to: promote interest and knowledge about contemporary topics in family demography internationally create greater awareness of the strength, scope and opportunities for family demography in Asia, Africa, Latin America and Oceania foster interdisciplinary academic networking and collaboration involving demographers from different regions.   Further information is on the seminar website ."	"81"	"Hosegood, Victoria"	"-1"
"RES-072-27-0033"	"Economic and Social Implications of Global Production Networks (GPNs): A Study of the UK Based Supermarket Food Retail Chains and Their Suppliers and"	"http://researchcatalogue.esrc.ac.uk//grants/RES-072-27-0033/read"	"2010"	"2010"	"Global agricultural trade is increasingly led by supermarkets in the north. India is a supplier of agricultural products to the UK supermarkets which base their sourcing, on networks of producers. This provides new trade and employment opportunities for small farmers and workers. But, they also face serious commercial pressures, risk, and vulnerability and those unable to meet the standards are largely excluded from such supply chains. Research into the implications of supermarket sourcing in India is limited. Global production network (GPN) analysis provides a framework for examining the dynamics and implications of supermarket sourcing for small farmers and workers. It analyses the way lead firms coordinate production, distribution, and retailing globally and emphasises the complexity, power imbalances, and social aspects of global production. Analysis of upgrading examines constraints and opportunities for small producers and workers to enhance their position through value creation, value capture, and value distribution. This helps address important questions for India: can supermarket chain access promote economic and social upgrading for small farmers and workers, and what strategies would enhance gains which is the main objective of the scoping study on UK supermarket sourcing from India and implications for upgrading at the farmer and the worker levels under this exchange."	"81"	"Barrientos, Stephanie"	"-1"
"RES-000-22-3737"	"Mitigating the environmental impact of cattle and sheep: animal genetics and farmers' readiness for uptake"	"http://researchcatalogue.esrc.ac.uk//grants/RES-000-22-3737/read"	"2010"	"2011"	"Global warming is often thought as being caused by energy production but the second largest contributor is animal production, with methane produced by cows and sheep a key component. One obvious solution is to reduce meat and milk consumption but this is unlikely to be acceptable to everyone. Moreover, grass-fed animals can provide other benefits than food, such as managing biodiversity. The UK has a good climate for producing grass and many of the upland regions of the UK cannot be used for cultivating anything other than grass. Grazing animals therefore provide the backbone of many rural communities. A range of different animal breeding technologies (including but not limited to genetic modification) could be used to mitigate the global warming impact of farm livestock, but adoption of these may be limited by willingness of farmers to purchase these replacement breeding animals. The aim of this project is to: understand how farmers reach decisions on where to source replacement breeding animals; understand how the whole system of producing replacement breeding animals impacts on the decisions made by farmers; evaluate what changes could be made to encourage the uptake of animals bred for reduced global warming impact. "	"81"	"Bruce, Ann"	"-1"
"RES-809-19-0021"	"Enhancing Local Authorities Community Engagment: Co-designing & Prototyping Strategies for Carbon Emission Reduction."	"http://researchcatalogue.esrc.ac.uk//grants/RES-809-19-0021/read"	"2009"	"2011"	"In order to minimise the impacts of climate change, Scotland has ambitious targets to reduce carbon emissions. The aim of this project was for Local Authorities (LA), academics, communities, and other organisations (including Sustainable Scotland Network) to co-design a strategy for LAs to engage local communities in reduction of their carbon footprints. Seminars on Energy, Transport, Food and Community highlighted successful community projects and explored how LAs could more effectively help local people. Action was embedded within existing structures and networks. A strategy was developed that focused on:  LAs shifting more from service provision towards community support Building community resilience Creating infrastructure and processes to help community action Supporting poorer communities Strategically altering budget distributions because of financial constraints and investment potential in renewables Raising awareness through seeing LA as a community of interest. Despite the different cultures between LAs and communities, in both, key individuals played important leadership roles. A shift from “service provision” to “community enabling” will help LAs mobilise the potential of communities to respond to climate change and other sustainability challenges. "	"81"	"White, Rehema"	"-1"
"RES-189-25-0025"	"The TRANSFORMATION Project: Transferring knowledge to transform project management practice"	"http://researchcatalogue.esrc.ac.uk//grants/RES-189-25-0025/read"	"2009"	"2011"	"The TRANSFORMATION Project's remit is to transfer existing academic knowledge to transform project management practice.  The research team have published articles related to actor network theory, social networks and receptivity to organisational change.  This work has been used in partnership with our project partners through a series of workshops to create two new and innovative toolsets:  Actor Analysis Toolset Receptivity for Change Toolset.  They are being used in specific projects identified by our partners to improve their management practice, and have already helped the ANPR project manager with Warwickshire Police to secure funding from their Business Improvement Board to successfully implement the project across the Warwickshire region - targets have been exceeded.  The toolsets have also facilitated Playgroup, a London advertising agency, to restructure their organisation to enhance new product development.  More impact data is currently being collected in these organisations, and the toolsets and being rolled out to Birmingham Local Education Partnership, Echo Managed Services and NHS Warwickshire.  Further interest has been developed from our conference, seminars and web site and a workbook will be produced.  The Project has also been supported by Associated British Foods, DHL Supply Chain and the Association for Project Management (APM).  The research team is also learning from our project partners and capturing the knowledge exchange in case studies and journal articles. "	"81"	"Butler, Michael"	"-1"
"RES-062-23-1300"	"Motivated identity construction in cultural context"	"http://researchcatalogue.esrc.ac.uk//grants/RES-062-23-1300/read"	"2008"	"2011"	"Beyond basic needs for food, water, affiliation and security, people’s thoughts and actions are often guided by symbolic needs, including identity motives - which predispose people to see themselves in particular ways. Research has shown that people in contemporary Western societies are motivated to see themselves positively (the self-esteem motive), as distinguished from others (the distinctiveness motive), persisting through time (the continuity motive), accepted by others (the belonging motive), competent and capable (the efficacy motive), and having meaning and purpose (the meaning motive). However, researchers have debated the relevance of these motives to people in non-Western cultures - the majority of the world’s population. We conducted two large-scale survey studies measuring the strengths of identity motives, sources of motive satisfaction, and cultural beliefs and values, among 14,000 participants across 38 nations. Supporting a middle way between ‘universalist’ and ‘relativist’ perspectives, identity motives varied little in strength, but ways of satisfying each motive varied considerably with beliefs and values across diverse cultural groupings. Thus, a common set of motives underlies the different expressions and outcomes of identity observed across cultures. This improved understanding may be beneficial to practitioners in domains from psychotherapy to education, health promotion, business management, social cohesion, and international relations. "	"81"	"Vignoles, Vivian"	"-1"
"RES-182-25-0012"	"Motivating, Engaging, Leading and Supporting Skills and Knowledge for Sustainable Communities - Applying Models of Sustainable Localised Economies"	"http://researchcatalogue.esrc.ac.uk//grants/RES-182-25-0012/read"	"2007"	"2008"	"The project aims to provide an innovative and interactive approach to identifying skills and training needs which are relevant to beginning to build effective sustainable communities. The aim is to develop a model and framework by which people and relevant organisations within communities can question or interrogate existing data, so as to find out what is needed if a community wants to make progress in terms of key aspects of sustainable consumption. Using four key areas of potential sustainable consumption (food, energy, transport, and home-based services), and built upon empirical case studies in these fields, the model will be applied to a particular community. The gaps, synergies and skills needs and opportunities between the model and the community will be identified through key interviews and community stakeholder groups. The data gathered will be loaded into the model in ways which will provide information and guidance to such communities as to the specific areas of intervention and action needed in enhancing training, skills, education and knowledge transfer, so as to upgrade sustainable consumption practices. As well as producing academic papers associated with the question of how to build more sustainable consuming places, the research will provide a model and framework for communities-leaders, professionals, stakeholder groups and others, which will identify the priority learning, skills, training objectives and knowledge transfer needs required to lead to more sustainable consumption. "	"81"	"Marsden, Terence"	"-1"
"RES-227-25-0025-A"	"Evaluating the Options for Combining Economically, Socially and Ecologically Sustainable Agriculture"	"http://researchcatalogue.esrc.ac.uk//grants/RES-227-25-0025-A/read"	"2006"	"2009"	"This project brings together social and natural scientists in order to understand the social, economic and political factors underlying farming practice and how biodiversity responds to farming practice. Economic models are used to understand how farmers should behave if they were to maximise profits. Using interviews with farmers, it was determined why they deviate from these model predictions, and why farmers vary in the way they manage their farms. The variation in management between farms is known to be an important determinant of biodiversity and one of the key objectives was to understand the basis for this. Ecological models are also used to predict how weed and bird populations will respond to changes in management practices. To develop these models long-term data available from the British Trust for Ornithology, together with detailed botanical farm surveys were used. This model is used to answer a range of policy questions such as: What would be the best policy measures to achieve the targets on bird populations set by the government? What determines which new farming methods and agri-environment schemes will be adopted by farmers? What will be the social and economic consequences of biodiversity conservation? "	"81"	"Sutherland, William"	"-1"
"RES-227-25-0010"	"Improving the Success of Agri-Environment Initiatives: the Role of Farmer Learning and Landscape Context"	"http://researchcatalogue.esrc.ac.uk//grants/RES-227-25-0010/read"	"2006"	"2012"	"Traditional farming in Europe produced landscapes which supported a high variety of plants and animals, but technological intensification of farming over the 20th century led to huge declines in wildlife. Agri-environment schemes (AES) encourage farmers to carry out management which should lead to increases in wildlife. However, AES do not always give the desired results. This failure has been linked to both social and ecological problems. Firstly, if farmers have poor understanding of the science and aims of AES, they may not carry out the best management. Secondly, management may create the environments that certain plant and animal species need, but their ability to colonise these habitats may be limited by both the rarity of these species in the landscape, and obstacles to movement in modern landscapes. This is a five year study of how well wildlife habitats are created under AES, and whether training of farmers leads to creation of better habitats. This will be linked to studies of how farmer’s attitudes to wildlife-friendly farming may be shifted by training. Secondly, we will analyse how the distribution of species and habitat types in wider landscape affects colonisation of new habitats. This will lead to improved methods for wildlife-friendly farming "	"81"	"Bullock, James"	"-1"
"RES-451-25-4331"	"Sustainable Consumption and Production - Forecasts and Scenarios for a More Sustainable Society"	"http://researchcatalogue.esrc.ac.uk//grants/RES-451-25-4331/read"	"2006"	"2008"	"The issues surrounding the way individuals and society as a whole produce and consume materials, goods and services are seen to be increasingly important and requiring ever more sustainable solutions. Policymakers, manufacturers, consumers and other stakeholders face the daunting challenge of finding effective and sustainable solutions, often in a relatively short time period. Changing the way individuals and societies behave, act and think about consumption and production is a formidable task. A better understanding is needed of what will happen if behaviours don’t change, what change options are available and how these might have different scenario implications for the future. The BRASS Centre (Cardiff University) in conjunction with Dr Tim Cooper (Sheffield Hallam) and Dr Jane Probert (Swansea University) seek to provide some insight into future options and impacts in sustainable consumption and production (SCP) using a set of carefully crafted ‘What if?’ scenarios. New ways of doing business, making and selling products and services, and consuming and using such products is vital if the move towards sustainability is to be achieved. The seminar series aims to widen the SCP debate to include not only food, transport and energy, but also aspects of health and well being, tourism and leisure and relationships."	"81"	"Peattie, Ken"	"-1"
