"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"institution_index__inst_id"	"investigator_index__inv_id"	"institution_data__INSTITUTION_NAME"
"SF 162"	"Development of a Pheromone Trap for Monitoring Blackcurrant Sawfly "	"http://horticulture.ahdb.org.uk//project/development-pheromone-trap-monitoring-blackcurrant-sawfly"	"2015"	"2018"	"Summary: Blackcurrant sawfly, Nematus olfaciens (Diptera: Tenthredinidae), is a common and frequently damaging pest of blackcurrant, present to varying degrees in all UK blackcurrant plantations.  Infestation is sporadic and localised, and damage can occur rapidly.  No practical systematic sampling methods or attendant crop damage thresholds have been developed and it is believed that there is widespread unnecessary treatment with insecticides leading to the risk of residues remaining in the crop.  Adequate crop scouting is time-consuming and expensive, and a more sensitive and rapid monitoring method is needed.  Pheromone traps could provide such a tool. In a previous Hort LINK project (Developing biocontrol methods and their integration in sustainable pest and disease management in blackcurrant production: HL01105), four potential components of the female sex pheromone of blackcurrant sawfly were identified and synthesised.  Field tests suggested that three of these compounds were necessary for attraction of males.  High catches of males were obtained in some fields and very low in others, confirming the sporadic nature of the pest.   This project will aim to optimise the pheromone blend, dispenser and trap and then to calibrate catches in the traps with field populations of blackcurrant sawfly.  Factors affecting this relationship, such as the presence of predators and use of pesticides, will be investigated and thresholds for the two generations estimated.  The trap will be made commercially available with a protocol for its use by growers.   Project aim: The aim of the project is to develop a pheromone-baited trap for blackcurrant sawfly that can be used by growers to monitor populations so they can improve the timeliness and effectiveness of control measures and minimise insecticide residues in the crop.   Project objectives: • Optimise pheromone blend, dispenser and trap for blackcurrant sawfly • Calibrate catches in the pheromone trap with field populations of blackcurrant sawfly in two generations (over 2 years) and determine factors (pesticides and natural predation) affecting this relationship • Make trap commercially available with protocol for its use by growers including suggested thresholds for the two generations   Benefits to industry: Blackcurrant sawfly is a common and frequently damaging pest of blackcurrant, present to varying degrees in all UK blackcurrant plantations.  Larvae feed on foliage causing defoliation which weakens the bushes and causes substantial losses in yield.  Larvae may also contaminate harvested fruit so good control prior to harvest is important.  Infestation is sporadic and localised and damage can occur rapidly. Frequent crop inspection is needed for first signs of eggs, larvae and damage.  Current grower practice is application of a spray of insecticide as soon as eggs, larvae or damage is detected by crop scouting and it is believed there is widespread unnecessary treatment leading to risk of residues in the crop. Chlorpyrifos and thiacloprid are both very effective against sawfly but their future may be uncertain. Consumers’ desire for minimal, if not zero, residues of organophosphate materials is likely to limit or curtail the use of chlorpyrifos in the future. Adequate crop scouting is time-consuming and expensive, and a more sensitive and rapid monitoring method is needed.  More effective monitoring would help to make more cost-effective use of insecticides currently available with a likely reduction in their use.  Monitoring will be vital for effective use of any more benign, biological approaches developed in the future. Pheromone traps could provide such a tool.  Growers are generally familiar with this technology providing it is made readily available through commercial suppliers with adequate supporting information and protocols.    "	"146"	"Fountain, Michelle"	"-1"	"-1"	"East Malling Research"
"FV 340b"	"Vining peas: Extension of variety evaluation trials"	"http://horticulture.ahdb.org.uk//project/vining-peas-extension-variety-evaluation-trials-0"	"2015"	"2018"	"The Problem: PGRO evaluates around 15 vining pea varieties annually at National List stage funded by seedsmen and PGRO Levy and the most promising are evaluated in trials for a further two years before being added to the PGRO advisory leaflet on vining pea varieties. There are no other independent facilities for vining pea evaluation in the UK.  Trials are only undertaken one site at The PGRO trial ground.  The soil type at Thornhaugh represents a small area of the national pea growing production and varieties can often perform differently in other soil types and areas. An extension of the PGRO trials system to include an evaluation of the candidate (Main Trial) commercial varieties at both Thornhaugh (or similar) and in South Lincolnshire sites will add to refine the evaluation process, with additional information to supplement data from established trials. Aims and Objectives: (i) Project aim(s): Provide information for the grower on new vining pea varieties when grown on a light silt soil type. (ii) Project objective(s): 1. Yield relative to a standard at TR100 and TR120 2. Maturity relative to a standard at TR100 and TR120 3. Size-grade specification 4. Haulm length 5. Standing ability at harvest 6. Disease susceptibility to downy mildew (Peronospora viciae) 7. Assessment of frozen produce for colour (uniformity, number of blond peas) and Brix assessment for sweetness."	"146"	"Belcer, Stephen"	"-1"	"-1"	"PGRO"
"HNS/PO 192a"	"Herbicides screening for ornamental plant production (nursery stock, cut flowers and wallflowers)"	"http://horticulture.ahdb.org.uk//project/herbicides-screening-ornamental-plant-production-nursery-stock-cut-flowers-and-wallflowers-0"	"2015"	"2016"	"The Problem: This project will build on results from HNS PO 192 to refine and demonstrate promising treatments for important cut-flower crops and wallflowers and to add two additional crops to the programme.  Season long programmes will be developed for container nursery stock using a combination of new (HDC H22 and HDC H25) and currently authorised herbicides. Additional areas of work will be to compare treatments for liverwort control for efficacy and longevity compared with Mosskade and to test new herbicides (including HDC H22 and HDC H24) for crop safety on field grown hawthorn when used on the dormant crop.   Aims and objectives: Project aim(s):  To develop new herbicide options for ornamental plant growers in order to achieve effective, economic weed control with minimal crop damage.   Project objective(s): 1) To test 9 new herbicide treatments, alone or in combinations, for crop safety on 4 drilled flower species (sweet william, china aster, larkspur, wallflower) and 1 perennial flower species (peony). 2) To demonstrate 3 promising herbicide treatments in larger demonstration plots on growers’ holdings for sweet williams and transplanted china aster. 3) To test 6 herbicide programmes for crop safety on 40 container-grown hardy nursery stock shrub subjects when used as post-potting, late summer and winter applications to provide season long weed control. 4) To test 15 treatments (including herbicides, biocides, physical acting and commodity substances) for liverwort control, for contact and residual action when applied either in Summer or Winter. 5) To test 7 herbicide treatments for crop safety on field grown 2/0 hawthorn seedlings as dormant season treatments. 6) To communicate the results of the project to growers and the wider industry.   Benefits to industry: For cut flower growers successful completion of the project would produce a number of benefits for the industry: Labour savings, as hand-weeding would be reduced; Risk of crop damage minimised; Better cost-effectiveness and pesticide audit, and environmental benefits, as unnecessary or ineffective herbicide applications would be avoided;   The UK outdoor flower crop area is ca. 800 ha. With herbicides costing from about £100 per ha and an application cost of about £20 per ha, one herbicide application across the area would cost the industry around £96k per annum. With improved knowledge, either the cost of ineffective treatments would be saved, or treatments that were effective would result in labour saving (reduced hand weeding) and a better quality crop.   For container nursery stock growers hand weeding is costly, estimated as being up to 30-40 times more expensive than herbicide programmes.  With labour accounting for around 40% of container production costs, hand weeding alone can account for 10% of this cost.  Hand weeding, as well as being costly, inevitably leaves some seed behind as a source of contamination for the next stage of production.   Virtually all container nursery stock growers could benefit from this work as weed control is a common problem across the industry.  Willowherb groundsel are particular problems and the loss of Ronstar 2G and restrictions on the use of Butisan S will make control more difficult to achieve.  In order for growers to take up this work authorisations would be required for HDC H22 and H25. Work is already underway to achieve a label recommendation for ornamentals for HDC H25.  Work is also underway to achieve registration in the UK for HDC H22, once that is obtained an EAMU can be applied for.    The control of liverwort is a longstanding problem in pots, beds and paths for the container nursery stock industry.  The recent introduction of the physical acting control Mosskade has eased the situation but growers have found it is less effective during the summer and relatively short lasting.  It is also an expensive treatment to use on a large scale including paths and beds.  Therefore further treatments are sought that could complement the use of Mosskade offering more persistent and economical control although they may not be applicable in all fields of use.   There are a number of treatments that could provide liverwort control in different situations of use. It would be extremely valuable for the industry for all these products to be critically assessed alongside each other and ranked for pre-emergence, contact and persistence of liverwort control.  From this recommendations could be drawn up for different situations of use (eg beds, paths or over crops, protected and unprotected)   The loss of Ronstar Liquid will impact on growers of field grown nursery stock, so the development of further safe herbicide treatments will be useful to maintain control and avoid resort to expensive hand weeding.            "	"146"	"Atwood, John"	"-1"	"-1"	"ADAS UK Ltd"
"FV 416b"	"Brassicas: Treatments to control cabbage root fly"	"http://horticulture.ahdb.org.uk//project/brassicas-treatments-control-cabbage-root-fly"	"2015"	"2016"	"Project summary: Recent HDC projects (FV 416 and 416a) and complementary research in SCEPTRE have focused mainly on control of cabbage root fly in transplanted brassica crops and the main method of application has been through pre-planting module drenches.  This research has centred on potential alternatives to Dursban WG for cabbage root fly control in the short and longer term.  In terms of the Approved alternative, Tracer, this has shown that Tracer-treated plants can be held on nurseries and with exposure to heavy watering for at least 2 weeks without significant reduction in performance compared with Dursban WG and that Tracer applied pre-planting is as effective as Dursban WG in control of damage in the root zone, but that Tracer is less effective than Dursban WG at controlling damage in the lower stem zone (between the module and the soil surface).  In 2014, there was also a small study in FV 416a on application efficiency in commercial nurseries and this raised some interesting questions about both the amount of insecticide applied to individual modules during the treatment process and also the sampling approach that should be used to assess this.  Finally, the SCEPTRE project has identified a number of new products with potential to control cabbage root fly.    In the last few weeks it has become apparent that there have been problems in Cornwall in relation to damage to overwintering cauliflower crops by third generation cabbage root fly.  This has identified a need to re-assess control of cabbage root fly by means other than pre-planting module drenches as these do not seem to provide sufficient protection against damage to the lower stem area when modules are planted deep.   In addition there are a number of problems associated with the use of fine mesh netting to exclude cabbage root fly from swede crops, particularly associated with pest damage occurring under the netting.  Some work to determine when cabbage root fly eggs and larvae cease to be a threat to swede crops at the end of the season, in relation to the timing of removal of crop covers, is still ongoing in FV 416a, but further assessment of the problems associated with crop covers and evaluation of potential solutions is required.   The aim of the proposed project is to improve control of cabbage root fly in leafy brassica and swede crops.  Specific objectives are to: 1) assess the application efficiency of module drench treatments in commercial nurseries; 2) determine the utility of egg-sampling for determining the risk of damage to overwintered cauliflower plants in Cornwall by third generation cabbage root fly and identify appropriate methods of cabbage root fly control and 3) identify and summarise the key problems associated with use of crop covers to control cabbage root fly on swede crops and  determine whether changes in practice would improve control without compromising yield and quality.   The results will be delivered through the Final Report, an article in HDC News, the HDC Brassica Newsletter and a presentation at an industry meeting.  There may also be useful information that can be used in conjunction with the HDC cabbage root fly forecast, currently available on the Syngenta web site.   Aims and objectives: Project aim: The aim of the project is to improve control of cabbage root fly in leafy brassica and swede crops.   Project objective: Objective 1 Assess the application efficiency of module drench treatments in commercial nurseries.  Objective 2 Determine the utility of egg-sampling for determining the risk of damage to overwintered cauliflower plants in Cornwall by third generation cabbage root fly and identify appropriate methods of cabbage root fly control. Objective 3 Identify and summarise the key problems associated with use of crop covers to control cabbage root fly on swede crops.  Determine whether changes in practice would improve control without compromising yield and quality.    Benefits to industry: Cabbage root fly is a serious pest of brassica crops and most crops are exposed to egg-laying by cabbage root fly females.  Recently, particular concerns have been raised about control of cabbage root fly in swede crops using fine mesh netting and in overwintered cauliflower crops, the latter being due to high pressure from third generation cabbage root fly.    The results will be delivered through the Final Report, an article in HDC News, the HDC Brassica Newsletter and a presentation at an industry meeting.  There may also be useful information that can be used in conjunction with the HDC cabbage root fly forecast, currently available on the Syngenta web site. "	"146"	"Collier, Rosemary"	"-1"	"-1"	"Warwick Crop Centre"
"PO 020"	"The development of an experimental deep pool hydroponics system to investigate its potential for cut flowers"	"http://horticulture.ahdb.org.uk//project/development-experimental-deep-pool-hydroponics-system-investigate-its-potential-cut-flowers"	"2015"	"2016"	"Project summary: A group of UK cut flower growers have for some time been investigating the possibility of developing hydroponic systems for producing cut flowers that are currently grown in the soil e.g. column stocks and a review of the current knowledge of hydroponics on cut flowers was commissioned (PO 018) to identify exisiting information that could support this development followed up be a  a visit by the cut flower growers to look at solution hydroponic systems for lettuce and herbs.  The outcome of this work is that the growers have decided that deep pool solution hydroponics is the main system that needs to be further investigated for their businesses, some smaller scale substrate based systems have already been inverstigated independelty by some of the growers associated with this new proposal.  It has become apparent that there is minimal knowledge in the use of such systems on cut flowers and this feasibility study aims to build on information that has been accessed, e.g. on general nutrient requirements for flowers in hydroponics and by extrapolation from systems already developed by lettuce growers. J A Collison and Sons have already commissioned  an experimental deep pool system (measuring 4m x 8m) which they are prepared to make available to the wider industry providing HDC funds are available for adequate revenue funding towards managing the project in 2015.  It is proposed to use this facility to investigate the basic production requirements for deep pool systems. This project is grower driven and will be managed by a management group comprised of J A Collison and Sons, Lambs Flowers and Whiteheads of Boston.  They will determine the direction of the project and will be responsible for ensuring that HDC levy payers obtain the maximum benefits from the project in year one. KT activities will include articles in the trade press and HDC News, an open day  incorporated with the 2015 CFC open day and a stand alone event probably in late September or mid September, informal ""grower walk"" type events, snippets on the CFC blog and a final formal HDC report. The overall benefits to the industry will be a cost effective assessment of a cut flower deep pool hydroponics system which will provide sound baseline data to determine the future direction of any additional trials work.  The actual costings of a commercial system will be considered as part of the project but too much detail may not be possible in year 1.   Aims and objectives: Project aim: The aim of the project is to assess the potential of deep pool hydroponics for the production of cut flowers.  This will be achieved by the development of a proactive grower based and grower led trial.   Project objectives: 1.    To determine which commercial cut flower crops can be grown in a deep pool hydroponics system. 2.      To determine the most appropriate tray design for the production of cut flower crops including size of propagation module and nature of air gap between the tray and the water. 3.    To determine the most appropriate ""recipe"" for the cut flowers grown. 4.    To determine the need for crop supports and if required, to suggest possible solutions. 5.    To us the information of the year 1 trials to determine the future direction of any additional work required and possibly look at drawing in other funding eg Agritech.   It is important to appreciate that this trial will determine baseline information for the production in deep pool hydroponics and as such the objectives above could change if other issues become apparent during the year.  All of the objectives are linked and each one  could have implications for the others."	"146"	"Mason, Lyndon"	"-1"	"-1"	"LRM Horticultural Services Ltd"
"SF 161"	"Rhubarb: Evaluation of herbicides for problem weeds - 2015"	"http://horticulture.ahdb.org.uk//project/rhubarb-evaluation-herbicides-problem-weeds-2015"	"2015"	"2015"	"Project Summary: Efficient and cost effective weed control is important in rhubarb as with other crops to prevent yield loss as a result of competition for water and nutrients and to enable efficient harvesting without impedance by weed growth. Rhubarb production is increasing year on year, with marketed yields rising by 1000 tonnes a year, every year for the last three years. Multiples therefore have an increasing interest in this crop with a potential 10 month season. In recent years, rhubarb crown size and yield is decreasing in both forced and green pull crops, and growers believe that this is as a consequence of increased competition from weeds amongst other influencing factors. Therefore, effective weed management in rhubarb is set to become more important to allow supply to keep up with this increased demand. In addition, the strict requirements of retailers’ quality protocols for clean produce free of dirt and contamination mean that cultivations carried out for weed control can occasionally lead to unintentional mud splash. Further effective herbicides may reduce the frequency of these operations and aid the grower in avoiding such issues. The majority of rhubarb herbicide programmes are currently based on pendimethalin propyzamide and clomazone, and these do not provide complete enough weed spectrum efficacy and persistence (See appendix for detail on weeds controlled by current herbicides). Work carried out in HDC project SF 129 gave useful information for growers on the efficacy and crop safety of clomazone which gained an EAMU while the experiment was being carried out and increased the weed spectrum controlled, but there are still gaps to fill. Mesotrione and metribuzin tested in the same project also showed useful activity, with the latter showing some control of Himalayan balsam and therefore it would be useful to revisit these products as well as test some newer materials with a view to gaining EAMUs. This would be particularly timely with the introduction of the Sustainable Use Directive and the recent change in the EU to the assessment of plant protection products by hazard in addition to risk based criteria which has placed some residual herbicides under threat. The recent Endocrine Disruptor review and the review of implications for the industry carried out by HDC, highlights the future status and availability of pendimethalin and propyzamide is therefore at best uncertain. Consultation with rhubarb growers in Yorkshire, the Midlands, East Anglia and the South has confirmed support for work to identify alternative herbicides from amongst currently available products - or those likely to become so - which provide a good spectrum of weed control, with a high priority for ‘problem weeds’ such as Himalayan balsam (Impatiens glandulifera) and perennials e.g. docks and thistles, and potential replacements for products being lost. A literature search has shown there is virtually no specific information available to rhubarb growers on the control of Himalayan balsam. Although there is an EAMU for glyphosate, the short dormant season of the crop gives few windows for treatment and since the loss of dichlobenil, perennial weed infestations are on the increase. Growers should benefit from this work by having a wider choice of herbicides in order to maintain effective weed control in plantations, which would otherwise be difficult as a result of increasing restrictions on or loss of current herbicides. The project will also add useful information on weed control of the more unusual weeds that may trouble growers, as these are seldom listed on product labels and agrochemical company websites. Furthermore, information gained on weed species controlled may give guidance in other perennial sectors such as asparagus, and field grown ornamentals.   Aims and objectives: Aims: The aim of this project is to evaluate a selection of newer herbicides for crop safety and efficacy against a range of problem weeds in rhubarb plantations, compared with industry standards.   Objectives: • To identify and evaluate the weed control efficacy of a number of new residual herbicides against crop standard treatments • To evaluate the weed control efficacy of a range of contact herbicide treatments for perennial weed control • To evaluate the crop safety of both the contact and residual herbicides applied by assessing phytotoxicity • Publicise the results to the industry through an HDC news article and a presentation at an appropriate grower event.   Benefits to industry: Growers will receive specific information on the herbicides best suited to controlling commonly encountered and problem annual weeds and perennial weeds in rhubarb. Information and data obtained will allow a comparison of efficacy and cost of new treatments with existing approved materials. This will enable growers to adjust programmes in the light of changing herbicide availability and crop requirements, using newer products when these become available through the EAMU programme.  "	"146"	"Creed, Chris"	"-1"	"-1"	"ADAS UK Ltd"
"CP 147"	"Optical coatings to increase the yield and quality of protected salads, fruit and ornamental crops"	"http://horticulture.ahdb.org.uk//project/optical-coatings-increase-yield-and-quality-protected-salads-fruit-and-ornamental-crops"	"2015"	"2015"	"Project Summary: Light is the most fundamental variable affecting plant growth, the light environment can be passively manipulated via the use of optical coatings, or enhanced glass technology. These modifications, whether they manipulate light spectra, light quantity or transmission pattern (diffusion) can have profound and interesting advantages in terms of commercial application. This project seeks to review current and emerging technology used to change light transmission properties of modern glazing patterns. A second phase and project, following the recommendations, may be required to test the materials under experimental conditions.   Project aims and objectives: Aims:  To assess the impact of optical coatings and new glass technology for use in protected horticulture.   Objectives: The objectives are to investigate the potential of optical coatings for the protected crop industry. These coatings can be considered in numerous forms, including polymer based coatings to glass, changes in glass structural properties to effect an optical change or spray on chemicals to glass (e.g. chalk or other diffusers / reflective materials). The work will be split into two phases, first a desk top review of current technology which will be captured in a detailed report with a succinct grower summary highlighting key information and opportunities for levy payers. This will provide indications of product technical capability and potential applications. The second phase (in a subsequent proposal) will address the questions raised via experimental approaches, and possibly the development of engineering solutions. The second phase will likely involve large scale experimentation and this application relates to funding for the first phase of work involving review and scoping.   A. Review the commercial impact of state of the art and new materials by potential crop response mechanism focusing on applications relevant to current or future UK commercial crop production and including assimilation of the information into outcomes (immediate or via further development) for levy payers, if key questions are not fully answered in the review then knowledge gaps will be stated and identified;   1)         Optically diffuse materials (diffuse glass, polyethylene and spray on materials to glass). a) Assess the yield gain from optical diffusion b) Understand the optimum diffusing pattern (isotropic / non-isotropic) c) Understand the impact on plant growth and stress, especially canopy transpiration patterns.   2)         Solar reflecting materials (e.g. reflective polymer coatings, polyethylene,  spray on coats such as chalk) a) Understand the benefit from reduced plant stress b) Understand the potential for improved temperature control and possible yield impact c) Understand impact of reduced solar gain on greenhouse energy consumption d) Understand the expected increase in achieved carbon dioxide levels resulting from reduced ventilation attributed to solar control film and its potential impact on yield.   3)         UV absorbing and transmitting materials a) Understand impact on pesticide degradation, and possible reduced chemical dosages. b) Identify which specific pests and diseases of relevance to UK production are controlled by UV blocking and assess likely commercial relevance. c) Assess potential photosynthetic gain from reduced UV photo inhibition. d) Assess side effects, including impact on bee vision and crop flavour, explore mitigating options.   4)         Far-red reflecting materials a) Understand the potential impact on plant morphology from far red reflecting materials. b) Understand the lessons learnt from the use of FR absorbing polyethylene films (Solartrol)     B. Review the commercially available films and recently patented materials   5)         a)         Conduct a review of current and potential new commercially available materials and outline their properties as published by the manufacturers. These include 3M, Saint Gobain, Eastman, AGC Glass, Pilkington, BPI plc, XL Horticulture Ltd, and manufacturers of spray on coatings. Visit the manufacturer as appropriate to understand current marketed product and forthcoming technologies. Establish current uptake of their technologies (e.g. diffude glass or polyethylene, spray on coats). Visit a number of growers who are the early uptakers of these technologies, for example, growers who have installed diffuse glass / polyethylene, gain feedback from real experiences. b)         Conduct a literature search (including patents) on the manufacturers active in this field, extend the search to include manufacturers of coatings for automotive glass and solar control glass used for heat reduction in building. Most of the ongoing coating development is likely to be conducted for the later two applications. This aspect of the work will be conducted solely for the purpose of horizon scanning. Horticulture frequently applies and exploits materials developed in other sectors of industry. c)         Irrespective of coatings, understand the technical performance of new glass manufacturing technology (UV opaque and transparent, multiple reflective materials, low iron content glass, tempered glass etc, performance etc)   6)         Potential application mapping. Map the potential benefits of the products currently on the market to horticultural applications. Indicate potential installation costs (if available) and any limitations (warrants, dirt contamination on surfaces, ability to clean glass etc).   Benefits to industry: The benefits to the industry could be profound: it could produce a significant step forward in the yield potential of all protected crops.   For example, for high wire crops in advanced glass structures, guideline installation costs during a new build of c. £30 m2 may be realistic. The Tomato Growers Association estimate that 1m2 of tomato production creates an income of £55m2. If we estimate that 1m2 of tomato production creates an income of £5.50m2 per year, this would equate to a 6 year payback. We believe the 10% is conservative and would expect the benefit of diffusion per se to approach this level. This generates a positive payback, without quantifyingother benefits in terms of fruit quality, improved environment etc.   There are likely wide scale benefits to the producers of ornamentals crops from diffuse glass, potential post-hearvest and yield benefits for the producers of soft fruits. Impacts of produce colour, flavour and appearance may be significant across a range of sectors.   The project will also provide longer term benefits in developing an improved scientific basis for the design of new materials.    "	"146"	"Pearson, Simon"	"-1"	"-1"	"Freiston Associates Ltd"
"CP 146"	"Using remote sensing to improve knowledge of UK horticulture - Polytunnels (MSc Projects)"	"http://horticulture.ahdb.org.uk//project/using-remote-sensing-improve-knowledge-uk-horticulture-polytunnels-msc-projects"	"2015"	"2015"	"Project summary: The main function of the HDC is to provide near market research for the horticultural industry, and to do so effectively it should maintain an overview of the industry as a whole to monitor significant changes in structure so that it can provide for new challenges to growers. Probably the biggest structural change in recent years is the rapid increase in the production of protected soft fruit under polytunnels. The structures used by growers are either temporary or semi-permanent and as such they are not normally identified on Ordnance Survey maps (although polytunnels may sometimes occupy the sites of historic glasshouses). By using satellite remote sensing the characteristic features of polytunnels can be detected and discriminated from other buildings or cover. Novel digital classification techniques will identify the polytunnels to produce a digital map layer that can be used by HDC to cross-reference against farm ownership datasets.   Aims and objectives: (i) Project aim(s):   To develop a methodology to enable HDC to identify and locate polytunnels for the purposes of developing and maintaining a strategic overview of a rapidly expanding industry sector and to assist with levy enforcement   (ii) Project objective(s):   1. Identify the different types of polytunnel available in the UK to understand the physical characteristics for discrimination from other similar features such as glasshouses, fleece, and other temporary buildings. 2. Identify, test and evaluate remote sensing technologies and image processing techniques for identifying polytunnels. Remote sensing technologies might include optical (Landsat 8, UK-DMC2) and/or radar (Sentinel-1). This will include ground data collections for training and/or validation at chosen pilot sites. 3. Make recommendations for a suitable methodology that is repeatable and extensible to the whole UK. 4. In consultation with HDC, make recommendations for implementing a system to deliver polytunnel location data in a preferred format (e.g. geodatabase) or web service with suggested update cycles. 5. Present the project (oral and poster presentations) at the Cranfield MSc project exhibition day (Wed 6 May 2015) – HDC invited to attend. 6. Submit a single final report describing the work completed and recommendations. 7. Provide (as requested) a written item on the project for HDC News and to present results at an HDC event.    "	"146"	"Waine, Toby"	"929"	"-1"	"Cranfield University"
"FV 348d"	"Onions - Independent assessment of field and storage potential of varieties"	"http://horticulture.ahdb.org.uk//project/onions-independent-assessment-field-and-storage-potential-varieties-22"	"2015"	"2018"	"Project summary:  The aim of the work is to provide independent assessment of the yield, quality and storage potential of new onion varieties propagated from both seed and sets.   Aims and objectives: Project aim(s): Main aims To provide independent evaluation of new, drilled and set onion varieties for field characteristics, yield and storage potential and compare with existing commercial varieties. Analysis of data Comparison and analysis of data   Project objective(s): To assess replicated field plots and harvested material from 3 set trials (in 2016) and 2 drilled trials (each year). To present the results at knowledge exchange events (field & harvest open days each year and Carrot & Onion Conference 2015 and 2017). To provide results to levy payers through updates (to coincide with open days) and a final report.   Benefits to industry Relatively small differences between varieties can have a significant impact on profitability.  Independent, relevant results are essential if growers are to maximise their profits.  The wrong variety choice or use of incorrect husbandry on an otherwise suitable variety can be costly. The proposed work will assist all sectors of the industry: growers to choose and manage the best varieties for profitable production. Emphasis is placed on recording leaf habit in this proposal as changes in herbicide availability are likely to result in more frequent passes with mechanical weeding machinery. Also neck finish which can effect storage potential. breeders to promote those varieties that offer advantages over existing commercial varieties.  the packing and retail trade to identify the best varieties for quality and market suitability. the UK vegetable industry to provide value and quality to maintain and expand its market share. The identification of varieties that are more suitable for long term storage under commercial storage conditions – which will reduce losses and waste – and hence to assist in the appropriate choice of variety.   Click here to view summary tables of provisional results from AHDB Horticulture funded FV 348d."	"146"	"Napier, Bruce"	"-1"	"-1"	"NIAB"
"FV 423a"	"Onion neck rot: seed infection, pathogens and treatments"	"http://horticulture.ahdb.org.uk//project/onion-neck-rot-seed-infection-pathogens-and-treatments"	"2015"	"2015"	"Project summary: Neck rot can cause significant losses in stored onions. It is caused by three species of Botrytis: B. aclada, B. allii, B. bysoidea. B. bysoidea is thought to be less important; B. allii and aclada were previously lumped together as one species (B. allii). The disease is seed-borne but symptoms are not apparent in the field and only develop in store. It is likely that most seed is tested by seed companies, and is treated with fungicides. Nevertheless major losses still occur in some years. The absence of field symptoms means the link between seed-borne infection and storage losses is obscure; it is further affected by weather conditions and inoculum load, therefore there remains some controversy about the importance of seed infection. This project will provide an independent assessment of the prevalence and incidence of the disease in commercially available onion seed in the UK. We will also provide some insight into the relative importance of the two main species that cause it, both in seed in store, and examine the ability of seed treatment fungicides to control the disease. Finally we will also begin studies to determine if it matters which pathogen(s) is/are present on seed.   Aims and objectives:   Aims: To provide UK growers with additional information on the incidence and prevalence of seed-borne Botrytis neck rot pathogens and options for their control. Objectives: 1. Determine the prevalence and incidence of Botrytis neck rot pathogens on commercially available onion seed. 2. Obtain isolates of Botrytis neck rot pathogens from stored bulbs. 3. Identify isolated neck rot Botrytis spp. to species level. 4. Determine the fungicide sensitivity of selected isolates in vitro. 5. Determine the efficacy of fungicide seed treatments on apparent seed infection and seed transmission. 6. Determine if there is a difference in seed-to-seedling transmission between the the two Botrytis allii/aclada species. 7. Prepare a final report.  "	"146"	"Roberts, Steven J"	"-1"	"-1"	""
"CP 138"	"Transition to responsibly sourced growing media use within UK Horticulture"	"http://horticulture.ahdb.org.uk//project/transition-responsibly-sourced-growing-media-use-within-uk-horticulture"	"2015"	"2019"	"Project summary: This project will provide a mechanism for the UK Horticulture industry to ease the transition from a dependence on peat to the acceptance and uptake of a broad range of proprietary responsibly sourced growing media.  The project will provide a science based quantitative tool for growing media formulation which will increase the confidence of commercial growers in and promote the transition to responsibly sourced growing media.  This project advocates a move away from iterative stand alone ‘look-see’ trials towards an innovative predictive ‘unifying multivariate model’ which will target desirable blends at least financial cost.  To validate the model, large-scale on site grower demonstration and R&D trials will be utilised for data gathering; importantly the experimental work and the application of the model will be used to promote the benefits to the industry of developing, cost effective and optimal performing raw material combinations.  The project will enable an exciting and structured flow of knowledge between the strategic and applied research communities and the industry.  Whilst the project is 5 years in duration, the lasting legacy of the work will be a process of progressive innovative refinement of responsibly sourced growing media blends, over a 20 year timeframe and beyond.   Aims and objectives: Aims: To construct a model that will produce the desired mixes at least cost. To evaluate responsibly sourced growing media blends as alternatives to peat in commercial crop production systems. By on site demonstration and effective communication of the scientific evidence base increase grower confidence to facilitate the uptake of responsibly sourced growing media for commercial horticulture.   Objectives: Determine the specific needs of each horticultural sector in terms of growing media requirements and match these against suitable raw materials and blends using appropriate methodology Identify and address, where practicable, any issues which may impact now and in the short to medium-term, on the suitability of the media in terms of availability, consistency, price, practical use on nurseries / farms and direct impact on production.  Examine the impact of the medium used throughout the whole supply chain (both retail and amenity) including, but not limited to shelf-life and establishment after planting. Formulate a programme of work via engagement with growers, growing media manufacturers (GMM) and retailers to demonstrate the attributes of the media and to determine how they are best managed commercially. Communicate any outcomes and conclusions to industry in a clear and concise way throughout the project via nursery / farm demonstrations, technical events, suitable publications, electronic media and other events as appropriate.   "	"146"	"Mulholland, Barry"	"-1"	"-1"	"ADAS UK Ltd"
