project__PROJECT_NUMBER,project__AGENCY_FULL_NAME,agency_index__aid,project__PROJECT_OBJECTIVE,project__PROJECT_TITLE,project__PROJECT_START_DATE,project__PROJECT_END_DATE,investigator_data__name,institution_data__INSTITUTION_NAME,institution_data__INSTITUTION_CITY,states__states_abbrv,institution_data__INSTITUTION_STATE,institution_data__INSTITUTION_COUNTRY,institution_index__inst_id,investigator_index__inv_id
1R21AI100168-01,National Institute of Allergy and Infectious Diseases,22,"Salmonella enterica serovar Typhi and S. enterica serovars Paratyphi A and B, the causative agents of typhoid and paratyphoid fever, are important causes of morbidity and mortality in many countries with poor sanitation and water and food contaminated by human fecal waste. Non-typhoidal Salmonella (NTS) have long been known to be a cause of gastroenteritis and it is becoming increasingly recognized, both in the USA and globally, that multiple antibiotic-resistant strains are also emerging as important causes of invasive bacteremia and focal infections, resulting in hospitalizations and deaths. The current gold standard method for detection and identification of Salmonella spp. is bacterial culture which is time-consuming, laborious and often requires strains to be sent to a reference laboratory for serovar identification. There is a pressing need for a sensitive and specific rapid diagnostic test to detect Salmonella in blood, food and feces. This research proposal tests the hypothesis that the ultra-fast, highly sensitive microwave-accelerated metal-enhanced fluorescence (MAMEF) technology can be used to detect Salmonella spp. in less than 2 minutes. We aim to use this technology to detect any Salmonella and specifically the typhoidal serovars S. Typhi, S. Paratyphi A, and the non-typhoidal serovars S. Typhimurium and S. Enteritidis from blood, food, and feces. We anticipate that this approach will be much faster and more cost-effective than traditional microbiological methods. If successful, a future rapid diagnostic test will be useful in surveillance efforts to identify cases (due to typhoidal or non-typhoidal Salmonella), to refine the burden of invasive Salmonella disease (particularly in patients who previously received antibiotics) and in the food industry to identify food contaminated with Salmonella.          PUBLIC HEALTH RELEVANCE: Typhoidal Salmonella are important causes of morbidity and mortality in many countries with poor sanitation and water and food contaminated by human fecal waste. Non-typhoidal Salmonella (NTS) have long been known to be a cause of gastroenteritis and it is becoming increasingly recognized, both in the USA and globally, that antibiotic-resistant strains are also emerging as important causes of bloodstream infections resulting in hospitalizations and deaths. We have designed a diagnostic strategy, for detection of Salmonella species in human blood, contaminated food and feces which is specific, sensitive, and more rapid than currently available clinical techniques.","Rapid And Sensitive Detection Of Salmonella From Blood, Food And Feces",2012,2014,"Geddes, Christopher Darrentennant, Sharon Mei ",University of Maryland Baltimore,Baltimore,MD,25,1,-1,-1
2R01AI083754-03,National Institute of Allergy and Infectious Diseases,22,"This proposed program can be considered as a competitive renewal of grant R01AI083754, titled Development of A Novel Strategy to Produce Antibacterial Glycoconjugate Vaccines, funded under ARRA from 7/30/2009 - 7/29/2011. The proposed work is aiming at solving an unmet biomedical need in the development of vaccines.  Development of antibacterial vaccines provides an attractive approach for fighting bacterial diseases. Surface-located Polysaccharides (PSs) of bacteria have great potentials to be used as vaccines for preventing bacterial infections. Although traditional chemical conjugation of polysaccharides with carrier proteins to make PS-protein conjugate vaccines has resulted in several highly successful glycoconjugate vaccines for the clinical use, it still suffers variable batch-to-batch composition, difficult quality control, inconsistent potency and high production cost. The fatal problem is that such approach does not produce a structurally well defined, pure chemical entity, which can be linked to its immunological activity in subsequent structural- activity relationship (SAR) investigation, as it is routinely done in modern drug discovery programs for small molecules. The discovery and further development of bacterial protein N- glycosylation system have provided a novel approach to solve this biomedical problem.  Oligosaccharyltransferase (PglB) from Campylobacter jejuni, which was first discovered by Markus Aebi in 2002, later developed by GlycoVaxyn LLC, was found to be able to transfer a variety of PS (from different bacteria) from its diphospho-undecaprenyl forms to the Asn of a consensus sequence of the target protein in the periplasm. Such synthetic biology approach fits well with our long-term efforts on studying the biosynthesis of microbial polysaccharides. Thus we have been developing this novel approach under ARRA R01AI083754. Our efforts resulted in a recent huge technique breakthrough after we worked out a facile method to clone any 20 to 30 kb polysaccharide biosynthesis gene clusters into an expression vector. Now structurally well-defined polysaccharide-protein bioconjugate can be produced by one-shot fermentation of recombinant E. coli K12 strain (incorporated with O-antigen gene cluster, pglB and carry protein gene acrA, each in one vector). For example, we recently produced 4.5 mg fully purified E. coli O157 O-antigen polysaccharide conjugated AcrA protein from simple E. coli fermentation. Such a bioconjugate already offers good possibility to be used to induce antibodies in cows or cattle to kill an inoculum of E. coli O157, since the vaccines can be produced in large scale economically.  Therefore, the program aims to produce a series of PS-protein bioconjugates and variants, as well as study the SAR of several important bioconjugate vaccines. Aim 1: Production of PS-protein bioconjugates: Two classes of bacterial infections will be attached. The first includes E. coli O157, O104 and Shigella sonnei; the second includes Staphylococcus aureus. Aim 2: Production of PS-protein variants Our bacterial protein N-glycosylation platform allow us to change the length of polysaccharides, the length of the carrier proteins, the density of PS on the carrier protein and fusion of any immunologically active peptide or protein to the carrier protein. Such PS-protein variants will be available for the first time for SAR investigatio. Aim 3: Immunological studies on PS-protein bioconjugates Collaborating with immunologist colleagues at GSU (many more national and international collaborators as the program unfolds), the immunological activities of PS-protein bioconjugates will be investigated with the goal of finding better protective vaccines than current conventional approaches can offer.          PUBLIC HEALTH RELEVANCE: Bacterial infections are one of the major health problems worldwide. With the increasing emergence of resistance towards major antibiotics, development of polysaccharide based vaccines provides an attractive approach for fighting the infectious diseases. Polysaccharides, forming a thick capsule that surrounds the bacterial pathogen, have been used as vaccines for preventing bacterial infections, and they were always linked to proteins to enhance their efficacy. The traditional chemical approach for producing such polysaccharide-protein linked vaccines suffers from complex production steps, low yields and impure products, thus leading to high costs of vaccines. The objective of this application is to develop a novel method for polysaccharide-protein linked vaccine production, by one-shot bacteria fermentation. With this method, we can obtain polysaccharide conjugate vaccines in a facile, efficient, and easily applicable manner. This method will firstly be explored with model pathogens. Then the established method can be easily applied to other pathogens.",Research And Development Of A Novel System To Produce Polysaccharide Conjugate Va,2009,2017,"Wang, Peng George",Georgia State University,Atlanta,GA,13,1,1426,3992
5R01AI087625-03,National Institute of Allergy and Infectious Diseases,22,"The obligate intracellular parasite Toxoplasma gondii is a major opportunistic pathogen of the AIDS epidemic. As it develops within host cells, the parasite implements a coordinated pattern of sequential gene expression. In response to stress and changes in its environment, the parasite completely alters its metabolism, surface antigens, and cell cycle to transition from tachyzoite to bradyzoite. Understanding how T. gondii regulates gene expression is fundamental for understanding the pathogenesis of toxoplasmosis. Epigenetic factors govern developmental transitions and expression of virulence traits, and are also implicated in T. gondii bradyzoite differentiation. How chromatin remodeling complexes interact with transcriptional machinery in T. gondii is not known. Recently, a plant-like transcription factor family, the APETELA 2 (or AP2) family, has been discovered and proposed as the primary transcription factors of T. gondii and other Apicomplexa. We hypothesize that conserved Apicomplexa AP2 family members have conserved functions in T. gondii as sequence-specific transcription factors that interact with general transcription factors and chromatin remodeling complexes to regulate gene expression. We have previously developed a epigenomic map of tachyzoites that defines functional regions of the genome. We will use this prior work to assist us in determining the genes regulated by TgAP2. The DNA binding specificity of AP2 proteins will be identified using a multidisciplinary approach. Proteins that interact with TgAP2 will be identified using proteomics. These studies will form a scaffold upon which we will build systems biology model to understand how gene networks govern biologically significant events such as bradyzoite formation.      PUBLIC HEALTH RELEVANCE: Toxoplasma gondii is a parasitic pathogen that causes severe disease in immunocompromised individuals including people with AIDS. This parasite undergoes a carefully orchestrated developmental program within infected cells and also can respond to changes in its environment by changing into persistent, hardier bradyzoite forms. These transitions involve tight coordination of gene expression. Recently we have begun to characterize newly discovered T. gondii genes that appear to regulate gene expression. These genes, the AP2 family, may be new drug targets because they resemble plant genes rather than genes seen in mammals. The genes are also conserved in many other apicomplexan organisms that affect AIDS patients such as Cryptosporidium. Understanding the function of AP2 proteins may lead to new treatments that will prevent of treat T. gondii infection in individuals with AIDS.",Toxoplasma Epigenomics And Gene Expression,2010,2015,"Kim, Kami ",Albert Einstein College of Medicine,Bronx,NY,37,1,1411,1232
5R01AI076246-04,National Institute of Allergy and Infectious Diseases,22,"Salmonella-induced gastroenteritis is the single most common cause of death from food-borne illnesses associated with viruses, parasites or bacteria in the US. Our long-range goal is to elucidate the molecular mechanisms of S. enterica serotype Typhimurium-induced gastroenteritis. The objectives of this application are to study the bacterial factors involved in initiating inflammatory responses and characterize effector mechanisms that help to contain this invasive pathogen. Our central hypothesis is that initiating responses trigger a local interleukin IL-17 amplification loop, which leads to neutrophil recruitment and defensin production. We will test different aspects of our hypothesis and accomplish the objectives of this application by pursuing the following specific aims: 1. Induction phase: Determine the mechanisms involved in the initiation of host responses. We will test the working hypothesis that pattern recognition is involved in initiating inflammatory responses in the calf model. 2. Effector phase: Define the molecular pathways of inducible effector function of epithelial cells. We will test the working hypothesis that IL-17 paracrine signaling drives a two-pronged innate immune response by inducing expression in the intestinal epithelium of both CXC chemokines and defensins. The proposed work is innovative because it uses a new animal model, the calf, to study gastroenteritis. It is our expectation that our approach will establish key events leading to neutrophil influx during gastroenteritis. This outcome will be significant because it will provide insights into basic mechanism of intestinal inflammation. PUBLIC HEALTH RELEVANCE: Mice are attractive model organisms for studying the complex series of interactions between pathogens and different cell types in vivo, but innate host responses observed in this species do not always reproduce accurately those in the human intestinal mucosa. As a result, some of the fundamental mechanisms leading to intestinal inflammation in humans have remained poorly understood. We have assembled a research team of well-prepared investigators who propose to fill this gap in knowledge by employing a new animal model, the bovine host, which closely resembles the human with regard to clinical manifestations, pathological changes and changes in host gene expression observed during S. Typhimurium infection.",Host Interactions Of Salmonella Typhimurium,2009,2014,"Adams, Leslie Garrybaumler, Andreas J ",University of California At Davis,Davis,CA,6,1,-1,3289
5R01AI076246-04,National Institute of Allergy and Infectious Diseases,22,"Salmonella-induced gastroenteritis is the single most common cause of death from food-borne illnesses associated with viruses, parasites or bacteria in the US. Our long-range goal is to elucidate the molecular mechanisms of S. enterica serotype Typhimurium-induced gastroenteritis. The objectives of this application are to study the bacterial factors involved in initiating inflammatory responses and characterize effector mechanisms that help to contain this invasive pathogen. Our central hypothesis is that initiating responses trigger a local interleukin IL-17 amplification loop, which leads to neutrophil recruitment and defensin production. We will test different aspects of our hypothesis and accomplish the objectives of this application by pursuing the following specific aims: 1. Induction phase: Determine the mechanisms involved in the initiation of host responses. We will test the working hypothesis that pattern recognition is involved in initiating inflammatory responses in the calf model. 2. Effector phase: Define the molecular pathways of inducible effector function of epithelial cells. We will test the working hypothesis that IL-17 paracrine signaling drives a two-pronged innate immune response by inducing expression in the intestinal epithelium of both CXC chemokines and defensins. The proposed work is innovative because it uses a new animal model, the calf, to study gastroenteritis. It is our expectation that our approach will establish key events leading to neutrophil influx during gastroenteritis. This outcome will be significant because it will provide insights into basic mechanism of intestinal inflammation. PUBLIC HEALTH RELEVANCE: Mice are attractive model organisms for studying the complex series of interactions between pathogens and different cell types in vivo, but innate host responses observed in this species do not always reproduce accurately those in the human intestinal mucosa. As a result, some of the fundamental mechanisms leading to intestinal inflammation in humans have remained poorly understood. We have assembled a research team of well-prepared investigators who propose to fill this gap in knowledge by employing a new animal model, the bovine host, which closely resembles the human with regard to clinical manifestations, pathological changes and changes in host gene expression observed during S. Typhimurium infection.",Host Interactions Of Salmonella Typhimurium,2009,2014,"Bevins, Charles ",University of California At Davis,Davis,CA,6,1,-1,3289
5R01AI093348-02,National Institute of Allergy and Infectious Diseases,22,"We propose to conduct experiments to establish all safety, efficacy and immunogenicity features and provide data to secure IND licenses from FDA for Phase I clinical trials to test recombinant attenuated Salmonella Typhimurium, Paratyphi A and Typhi vaccines to prevent Salmonella-induced gastroenteritis, enteric fever and typhoid fever, respectively, and using these same attenuated vectors to deliver additional protective antigens to protect against all pathogenic Yersinia species, all Shigella species and serotypes and most Escherichia coli EPEC and ExPEC pathovars. We also propose to conduct the same series of studies to enable use of a recently developed Salmonella vaccine to deliver influenza antigens to induce long-term protective cellular immunity and antibody responses to all influenza virus types and type-specific immunity against HA antigens delivered by a newly constructed efficacious DNA vaccine delivery system. The means of attenuation and antigen delivery are based on many innovative newly discovered/developed strategies that are present in three different recombinant attenuated S. Typhi vaccine vectors currently being evaluated in a comparative Phase I clinical trial. In this double-blinded trial, there have been no adverse events, no positive blood cultures and no shedding of vaccine in stools after doses of up to 109 CGU. These Salmonella vectors constitute a most effective adjuvant due to display and delivery of engineered ligands to various innate immunity external and internal receptors and stimulate mucosal immunity in all secretory glands and on all mucosal surfaces. These vaccine constructions can be rapidly altered and verified to deliver or cause synthesis of new protective antigens in two to three weeks and can be cost effectively rapidly manufactured in millions or billions of doses as a thermostable vaccine that can be stockpiled for rapid deployment in any emergency. We will make Master Seeds of all candidate vaccines, validate their potency, safety, genetic purity and stability and amend our Master File with FDA to include all information on the construction and properties of these new vaccine constructions.",Recombinant Attenuated Bacterial Vaccines Against Biodefense Agents,2011,2016,"Curtiss Iii, Roy ",Arizona State University-Tempe Campus,Tempe,AZ,4,1,-1,2583
1R43AI102432-01,National Institute of Allergy and Infectious Diseases,22,"Staphylococcus aureus is a significant human health threat, producing exotoxins called superantigens, which are responsible for a range of diseases. S. aureus superantigens are associated with food-borne illnesses, pulmonary disease, pneumonia, toxic shock syndrome, exacerbated atopic dermatitis, delayed wound healing, and infectious endocarditis. The objective of the proposed work is to use high-affinity probes against these toxins, engineered by ImmuVen, to develop ultrasensitive detection assays. The probes include soluble T cell receptor proteins (IMV01, IMV02, IMV03, and IMV04) engineered for very high-affinity binding to Staphylococcal enterotoxins SEB, SEC, TSST-1, and SEA, respectively. It is thought that there are about 185,000 cases of Staphylococcal food-borne illness in the United States, annually, resulting in around 1750 hospitalizations with a cost of $1.5 billion. The  hypotheses of this Phase I application are that ImmuVen can develop a high affinity Vbeta protein that will bind SEA, the most important superantigen involved in Staphylococcal food-borne illness, and that this protein and the other already characterized soluble proteins can be used to develop a rapid multiplex assay for the detection of these Staphylococcal superantigens. The work will be performed in collaboration with Prof. David Kranz (University of Illinois), and Drs. Sandra Tallent and Jeffrey DeGrasse at the FDA. The Specific Aims are: 1) To engineer a high affinity, soluble V&#191; against SEA; 2) To develop V&#191;-based assays to detect SEA, SEB, SEC, and TSST-1. In Phase II work, ImmuVen will further develop these assays, toward both a standardized food detection platform, and a clinical diagnostic tool.          PUBLIC HEALTH RELEVANCE: Staphylococcus aureus is a significant human health threat, producing exotoxins called superantigens, which are responsible for a range of diseases. Staphylococcus aureus superantigens are associated with food-borne illness, pulmonary disease, pneumonia, TSS, exacerbated atopic dermatitis, delayed wound healing, and infectious endocarditis. It is thought that there are about 185,000 cases of Staphylococcal food-borne illness in the United States, annually, resulting in around 1750 hospitalizations with a cost  of $1.5 billion. ImmuVen technology will be used to develop detection tools to identify Staphylococcal superantigens in a variety of samples.",Ultrasensitive Detection Probes For Staphylococcus Aureus Enterotoxins,2012,2015,"Chervin, Adam  ","Immuven, Inc.",Champaign,IL,17,1,-1,5351
1R43AI102432-01,National Institute of Allergy and Infectious Diseases,22,"Staphylococcus aureus is a significant human health threat, producing exotoxins called superantigens, which are responsible for a range of diseases. S. aureus superantigens are associated with food-borne illnesses, pulmonary disease, pneumonia, toxic shock syndrome, exacerbated atopic dermatitis, delayed wound healing, and infectious endocarditis. The objective of the proposed work is to use high-affinity probes against these toxins, engineered by ImmuVen, to develop ultrasensitive detection assays. The probes include soluble T cell receptor proteins (IMV01, IMV02, IMV03, and IMV04) engineered for very high-affinity binding to Staphylococcal enterotoxins SEB, SEC, TSST-1, and SEA, respectively. It is thought that there are about 185,000 cases of Staphylococcal food-borne illness in the United States, annually, resulting in around 1750 hospitalizations with a cost of $1.5 billion. The  hypotheses of this Phase I application are that ImmuVen can develop a high affinity Vbeta protein that will bind SEA, the most important superantigen involved in Staphylococcal food-borne illness, and that this protein and the other already characterized soluble proteins can be used to develop a rapid multiplex assay for the detection of these Staphylococcal superantigens. The work will be performed in collaboration with Prof. David Kranz (University of Illinois), and Drs. Sandra Tallent and Jeffrey DeGrasse at the FDA. The Specific Aims are: 1) To engineer a high affinity, soluble V&#191; against SEA; 2) To develop V&#191;-based assays to detect SEA, SEB, SEC, and TSST-1. In Phase II work, ImmuVen will further develop these assays, toward both a standardized food detection platform, and a clinical diagnostic tool.          PUBLIC HEALTH RELEVANCE: Staphylococcus aureus is a significant human health threat, producing exotoxins called superantigens, which are responsible for a range of diseases. Staphylococcus aureus superantigens are associated with food-borne illness, pulmonary disease, pneumonia, TSS, exacerbated atopic dermatitis, delayed wound healing, and infectious endocarditis. It is thought that there are about 185,000 cases of Staphylococcal food-borne illness in the United States, annually, resulting in around 1750 hospitalizations with a cost  of $1.5 billion. ImmuVen technology will be used to develop detection tools to identify Staphylococcal superantigens in a variety of samples.",Ultrasensitive Detection Probes For Staphylococcus Aureus Enterotoxins,2012,2015,"Kranz, David M","Immuven, Inc.",Champaign,IL,17,1,-1,4845
1R21AI102254-01,National Institute of Allergy and Infectious Diseases,22,"Apicomplexa are important pathogens that include the causative agents of malaria, toxoplasmosis, and cryptosporidiosis. Toxoplasma gondii is the causative agent of human toxoplasmosis, a systemic infection acquired mostly through contaminated water and vegetables, or uncooked meat. Tissue cyst formation occurs soon after infection and is responsible for lifelong infection in immunocompetent individuals. At least one-third of the World's population and about 22.5% of Americans are seropositive for toxoplasmosis, making it one of the most prevalent infections in the United States. T. gondii resides intracellularly within parasitophorous vacuoles, and reactivation and dissemination of infection to different organs may occur following immune suppression. Cryptosporidium parvum is responsible for significant disease burden among children in developing countries and it can result in chronic and life-threatening enteritis in AIDS patients. The present chemotherapy available against T. gondii chronic infection and cryptosporidiosis is not effective and new drugs are urgently needed to treat both infections.  T. gondii lacks a mevalonate pathway for the synthesis of isoprenoid precursors but harbor a 1-deoxy-D- xylulose-5-phosphate (DOXP) pathway in its apicoplast. This pathway generates isopentenyl diphosphate (IPP) and dimethyallyl diphosphate (DMAPP), which are condensed by the action of a unique farnesyl diphosphate synthase (TgFPPS) into farnesyl diphosphate (FPP) and geranylgeranyl diphosphate (GGPP). Our preliminary data have indicated that the DOXP pathway is essential for T. gondii survival in its host. Surprisingly, though, drugs acting on the mevalonate pathway, like statins, are active in vitro and in vivo against the parasite. These results indicate that the  parasite needs to synthesize some isoprenoid precursors (IPP, DMAPP), while salvaging others (FPP, GGPP) from its host. We will exploit this to develop a double hit strategy. Remarkably the model suggests that Cryptosporidium parvum should be highly susceptible to this approach.          PUBLIC HEALTH RELEVANCE:  Our goal is to find ways of interfering with Toxoplasma gondii metabolic pathways as a strategy for controlling infections caused by this and similar parasites. We have identified that the isoprenoid pathway is essential for T. gondii. The parasite synthesizes isoprenoid intermediates and takes up some from its host. Based on our results, we propose a strategy of combining inhibitors of both host and parasite isoprenoid pathways. In the second phase of the project we will adapt this strategy to dormant stages of T. gondii, and to other parasites such as Cryptosporidium.",Targeting Host And Apicomplexan Isoprenoid Pathways,2012,2014,"Moreno, Silvia N",University of Georgia,Athens,GA,13,1,182,1564
8K01OD010917-02,"office of The Director, National Institutes of Health",-1,"DESCRIPTION (provided by applicant: Toxoplasma gondii is an obligate intracellular parasite in the family Apicomplexa that infects a broad range of warm-blooded animals, including humans. This parasite is estimated to infect approximately one quarter of the world's human population and is capable of causing severe neurologic consequences and death in congenital infections or when reactivated in immunocompromised patients. Human infections result from ingestion of the environmentally resistant oocysts, through ingestion of undercooked meat from an intermediate host (e.g. swine, cattle, sheep) containing bradyzoite tissue cysts, or through congenital transmission. Recent evidence indicates that human infection through oocysts in water, soil or vegetables is a significant source of human infections and several waterborne outbreaks of toxoplasmosis have been reported globally. The oocyst stage is capable of persisting in the environment for years, remaining infective to humans and animals at an infectious dose as low as 1-10 oocysts. Domestic and wild felids are the only known definitive host in which sexual replication of the parasite occurs, resulting in excretion of oocysts in feces. A single cat may shed as many as 1 billion oocysts following a primary infection. Oocysts are resistant to methods used to disinfect water, including chlorination, UV irradiation and ozonation at levels well in excess of those used to treat both waste-water and sewage. The robustness of the oocyst is thought to come from the biochemical and structural properties of its bilayered oocyst wall. Yet, very little is known about the composition of the layers of the oocyst wall. The goal of this research plan is to describe the composition of the oocyst wall using the highly complementary proteomic and transcriptomic characterization of the oocyst wall to identify key proteins that confer properties of resistance. The K01 award would support Dr. Heather Fritz's career development as a postdoctoral DVM, PhD and prepare her for independent research. Dr. Fritz has a keen interest in zoonotic infectious disease and an eye to gain expertise in clinical veterinary microbiology and advanced biomedical research. Five years of mentored support is requested.      PUBLIC HEALTH RELEVANCE (provided by applicant): Toxoplasma gondii is a protozoal pathogen that chronically infects approximately one quarter of the world's total population and produces tragic neurologic consequences when acquired in utero or when reactivated in immunocompromised individuals. Waterborne transmission, through ingestion of the oocyst stage, is increasingly being recognized as a major source of human infection. The goal of this project is to understand the critical components in the oocyst that make it resistant to methods of water treatment, including chlorine, UV and ozone.",Identifying Components Of Toxoplasma Oocysts That Confer Environmental Resistance,2011,2015,"Fritz, Heather Michelle",University of California At Davis,Davis,CA,6,1,-1,5325
5R01AI089885-02,National Institute of Allergy and Infectious Diseases,22,"Apicomplexan parasites are important pathogens of humans that cause diseases with widespread impacts on global health. The life cycles of these obligate intracellular parasites are complex, involving multiple proliferative and non-growing stages that ensure successful parasite transmission. Pathogenesis, virulence, and disease severity are critically influenced by asexual stage growth rates that can lead to increased parasite biomass and significant tissue destruction and inflammation. Consequently, mechanisms controlling parasite growth rate are important to virulence. Building new daughter parasites requires tight control over the delivery of protein products, and in Plasmodium and Toxoplasma a cascade of >2800 mRNAs serially unfolds during each division cycle. Transcription in apicomplexa pathogens is poorly understood, however, the recent discovery of plant-like transcription factors in the Apicomplexa has uncovered an important set of factors that may control cell cycle transcription in these parasites. Nearly a third of all Toxoplasma AP2 genes are periodically expressed during tachyzoite replication with a timing distributed across the division cycle. We hypothesize that these factors are responsible for the just-in-time delivery of gene products required to build new parasites. Through their binding to specific promoter DNA sequence, TgAP2 factors regulate cell cycle transcription, and thereby influence the efficiency and fidelity of Toxoplasma replication. In this proposal, we will characterize the role of TgAP2 factors in the parasite cell cycle by determining the precise order of expression for key cell cycle TgAP2 proteins, by discovering the promoters they regulate through whole-genome protein binding studies, and by validating the in vivo function of these proteins in parasite replication through the generation of loss and mis- expression mutants. These studies will provide fundamental knowledge of a new set of mechanisms required to produce parasite replication that is relevant to acute disease caused by the growth of Toxoplasma in the immunocompromised human host.",The AP2 Factors Required For Toxoplasma Replication,2011,2016,"White, Michael W",University of South Florida,Tampa,FL,12,1,988,1566
1R01ES021367-01,National Institute of Environmental Health Sciences,25,"Background: Increasing epidemiologic and experimental evidence supports the role of inorganic arsenic in the development of diabetes. Arsenic in drinking water is a major concern for US populations who live in small rural communities. Prospective evidence and mechanisms for arsenic related diabetes must be investigated. Objective: To evaluate the role of inorganic arsenic exposure and metabolism and gene-arsenic interactions in the development of diabetes, insulin resistance, ? cell dysfunction and the metabolic syndrome among 2,717 Strong Heart Family Study (SHFS) participants e18 year old who were free of diabetes at baseline. Preliminary studies: We have identified an association between urine arsenic concentrations and the prevalence of diabetes in American Indians 45-74 year old from Arizona, Oklahoma and the Dakotas who participated in the Strong Heart Study (SHS). Urine arsenic concentrations and methylation excretion patterns remained constant over a 10-year follow-up. The heritability of the proportion of monomethylarsonate (%MMA) in urine was 0.52. In a small linkage study, we detected potential quantitative trait loci associated with %MMA in areas of the genome close to methyltransferase genes. Design and setting: The SHFS is a population- based prospective family study that recruited parents, spouses, offspring, spouses of offspring and grandchildren of SHS participants in 1998-2005. Demographic, lifestyle and medical information and measures of fasting glucose and insulin, lipid profile, hypertension endpoints, body mass index, and waist and hip circumferences are available at baseline and follow-up visits through 2011. Urine samples and blood DNA samples were stored at -70oC. Exposure assessment: We will measure total urine arsenic and urine arsenic species concentrations using inductively coupled plasma-mass spectrometry (ICPMS) and high performance liquid chromatography-ICPMS (HPLC-ICPMS), respectively. Genetic assessment: We will prioritize and measure ~1,500 SNPs in candidate genes related to arsenic metabolism and toxicity using a multiplex panel. We will measure SNPs in candidate genes related to diabetes traits using the Metabo-chip, a highly cost- effective candidate gene chip for diabetes and cardiometabolic traits. Statistical analysis: We will use mixed- effect models for binary and linear outcomes to assess the prospective association of urine arsenic species concentrations at baseline with the incidence of diabetes and the metabolic syndrome and changes in the homeostatic model assessment to quantify insulin resistance (HOMA-IR) and ? cell dysfunction (HOMA-B) over time. Gene-arsenic interaction will be estimated using principle component analysis and accounting for population stratification using genomic control. Significance: By investigating the contribution of inorganic arsenic to diabetes, insulin resistance, ? cell dysfunction and the metabolic syndrome and by identifying genetic susceptibility factors, this study can inform the arsenic-diabetes relationship and impact the prevention and control of arsenic exposure in drinking water and food in the US and abroad.          PUBLIC HEALTH RELEVANCE: Increasing evidence supports the role of arsenic exposure in the development of diabetes. This study will evaluate the role of arsenic exposure and metabolism and their interaction with genetic markers in the development of diabetes in American Indian communities. This study can provide insight into the arsenic- diabetes relationship and inform public health recommendations for arsenic levels in drinking water and food.","Arsenic Exposure, Genetic Determinants And Diabetes Risk In A Family Study",2012,2016,"Kao, Wen Hong Lindanavas-Acien, Ana  ",Johns Hopkins University,Baltimore,MD,25,1,97,-1
5P42ES007373-18,National Institute of Environmental Health Sciences,25,"This project aims to study the genetic control of arsenic (As) homeostasis in plants. This will enable the development of plants that can selectively exclude As from their tissues, preventing As accumulation in food crops and reducing human dietary intake of As. Arsenic is one of the primary metal(loid)s of concern at Superfund Sites and chronic low-dose exposure is linked to an increased incidence of bladder cancer. Dietary studies of As intake in humans show that after drinking water, white rice is the most significant source of inorganic As for humans. A market basket survey found higher As concentrations in U.S. grown rice than rice grown in the As-affected regions of the Bengal Delta. In U.S. rice, As is thought to have come from arsenical pesticides used in the production of cotton, but As input to soil comes from a variety of industrial sources. We aim to use Arabidopsis, rice and the As-hyperaccumulating brake fern as model plant systems. They represent two species with a completed genomic sequence; one of the most important staple food crops plants and an important dietary source of inorganic As for humans, and one of the few plant species with intrinsic As resistance. We propose to use an interdisciplinary approach that combines ionomic survey techniques, quantitative trait loci (QTL) mapping and spatially resolved metal(loid) analysis and speciation via synchrotron x-ray microprobe (SXRM). The research strategy consists of gene discovery and gene characterization phases. For gene discovery, approaches include mining an existing dataset of elemental profiles of 4,000 yeast and 62,000 Arabidopsis samples for those with altered As phenotypes as well as examining natural accessions of Arabdiospis for differences in As accumulation. We will use highthroughput elemental analysis and DMA microarray-based mapping to identify genes that regulate As accumulation in rice, screening 1,790 rice accessions with the USDA's Rice Core Collection and examining QTLs for As in the Lemont X Teqing mapping population. We will use SXRM to investigate changes in the micron-scale metal(loid) distribution, abundance and/or speciation in plant tissue resulting from the deletion or silencing of selected genes of interest. This technique allowed successful characterization of gene function in a recent study of iron homeostasis. An important product of the gene characterization phase will be the online publication of an Elemental Atlas of Arabidopsis available to the wider scientific community.This proposed research expands the application of x-ray techniques beyond a spatially-resolved analytical technique into a tool for functionally characterizing ion homeostasis genes, as well as protecting human food supplies.","Project 9: Arsenic Uptake, Transport And Accumulation In Plants",,2014,"Guerinot, Mary Lou ",Dartmouth College,Hanover,NH,34,1,72,2899
