"project__PROJECT_NUMBER"	"project__PROJECT_TITLE"	"project__source_url"	"project__PROJECT_START_DATE"	"project__PROJECT_END_DATE"	"project__PROJECT_OBJECTIVE"	"agency_index__aid"	"investigator_data__name"	"investigator_index__inv_id"	"institution_index__inst_id"	"institution_data__INSTITUTION_NAME"
"RD-2010-3699"	"Modern triticale crops for increased yields, reduced inputs, increased profitability and reduced greenhouse gas emissions from UK cereal production"	"http://cereals.ahdb.org.uk/publications/2013/january/21/modern-triticale-crops-for-increased-yields,-reduced-inputs,-increased-profitability-and-reduced-greenhouse-gas-emissions-from-uk-cereal-production.aspx"	"2012"	"2013"	"  The challenge Recent ADAS and HGCA research has shown that triticale regularly out-yields wheat, even in high yielding situations, and is likely to require less N fertiliser and pesticides. This project aims to understand how triticale outperforms wheat in order to better predict the situations when it should be grown, as well as communicating the knowledge gained from the wider project to levy payers. Such knowledge could also give important insight to aid improvement of wheat crops generally, by identifying important traits to breed improved varieties with higher yields and reduced N requirements. Through extra measurements and by using the HGCA knowledge transfer systems we propose that this HGCA add-on project would: 1) Understand the causes of the differences in yield and nitrogen requirement between wheat and triticale, through understanding differences in the important yield forming processes of N uptake, canopy formation, light interception, dry matter accumulation and partitioning, as well as the duration of important growth phases (such as grain filling) and, importantly, differences in rooting depth, root biomass and root length through the soil profile, as well as differences in take-all resistance. 2) By reporting results produced in the TSB project, demonstrate the potential of modern triticale varieties to improve profitability for levy payers, through increased grain and straw yields and reduced inputs, as well as to reduce greenhouse gas costs and improve the sustainability of animal feed and bioethanol supply chains. This add-on project will allow the full results from the TSB project to be communicated to the industry through HGCA knowledge transfer systems. The project The aim of this HGCA-funded project is to add value through improving the underlying science and understanding of the questions relevant to arable growers, and by providing additional communication with growers and other stakeholders through the normal HGCA KT mechanisms. Specifically, we propose assessment of: Items which will be addressed separately through a concurrent TSB project will include lodging risk (incidence of lodging and measurement of crop height) and assessments of ear fertility. The work will be centred on modern varieties which we have shown to be higher yielding (mean 9.6 t/ha over 11 sites) than triticale yields in the 1980’s (ca. 7.3 t/ha). Agronomic options will be addressed through the work of commercial partner Agrovista who are leading the TSB proposal and who will ensure that appropriate crop protection products are used, and SOLAs applied for where required.    The benefits UK wheat growers will benefit directly in situations where triticale is shown to give higher gross margins than wheat. If the results found in 9 of 11 trials conducted over the past 4 years are representative of UK cereal production then triticale offers a huge opportunity for the arable industry to increase yields and reduce inputs. The obvious opportunity for triticale lies in the second or later cereal position, where its greater resistance or tolerance to Take-All gives the greatest advantage, but our results to date suggest it may also be worth considering as a first cereal. Over 50% of cereals grown in the UK are used for animal feed, and there seems to be little reason why much of this could not be met with triticale rather than wheat or barley. Chemical analysis of grain samples from modern triticale varieties will be used to assess nutritional composition to confirm earlier work indicating that triticale grain and DDGS has feeding value for pigs and ruminants equivalent to or greater than that of wheat. Bioethanol production will create an additional market for triticale, if the related TSB project is successful in demonstrating to UK bioethanol producers that triticale can be used in refineries without processing problems and that it has better environmental credentials than wheat. It therefore seems likely that the price discount that triticale suffers should reduce with time, or disappear completely, further enhancing the profitability of the crop. Through improving the understanding of N uptake and utilisation by triticale, the project will provide recommendations for improved crop management of triticale by growers. Current N recommendations are based on research done over 20 years ago, and so may be too low (though the correct recommendations are still likely to be less than for wheat). This project will also provide useful information on current and new triticale varieties, as there is currently no Recommended List for triticale, only a Descriptive List with two trials per year grown with little N fertiliser and without a fungicide programme. The related TSB project will include trials by Agrovista to establish appropriate crop protection strategies for triticale, which will be publicised alongside the results of this HGCA work. Breeders should benefit from an increased market for triticale, which will allow greater investment in triticale varieties. Current triticale varieties have been bred in continental Europe with little or no breeding activity specific to the UK environment. If these current varieties can out-perform the best wheat varieties, which receive large investment from breeders, then it might be expected that triticale varieties bred specifically for the UK in the future could do better still. The emergence of triticale as a broad acre crop could also give large environmental benefits through reduced N fertiliser inputs, and possibly also reduced agro-chemical inputs, increased biodiversity within arable systems, and increased genetic variation for disease and pest resistance. Additionally, because triticale inherits from rye a better ability to scavenge water it could provide more resilient cropping systems in an environment where water resources become scarcer. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"1100005"	"Sustainable Agriculture Research and Innovation Club (SARIC)"	"http://cereals.ahdb.org.uk/publications/2016/march/07/sustainable-agriculture-research-and-innovation-club-(saric).aspx"	"2014"	"2019"	"The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. The Sustainable Agriculture Research and Innovation Club (SARIC) is a joint BBSRC and NERC initiative to support innovative projects that will provide solutions to key challenges affecting the efficiency, productivity and sustainability of the UK crop and livestock sectors. The project The agricultural industry has a significant impact upon the UK’s economy and environment. The industry has around 150,000 businesses in the UK, which is 6% of the total, and employs 660,000 people. The sector contributes £9.9 billion to UK GDP through production of both livestock and crops. In 2014 the Utilised Agricultural Area was 17.2M hectares, which is 71% of land in the UK. SARIC was created as a public-private partnership that will enhance the efficiency, productivity and sustainability of our agricultural systems. The club will enable the UK research base to contribute to the substantial innovation opportunities connected with the sustainable intensification of agriculture. Over five years SARIC will invest in activities in the research base that translate existing knowledge and generate new insights to benefit the UK. The activities will bring together multidisciplinary teams in novel collaborations with expertise from the biological, environmental, economic and social sciences. The benefits BBSRC, NERC and ESRC have a strong record in managing collaborative research programmes, including the Research Innovation Club mechanism. Companies report a range of significant benefits from their engagement with the Research Councils: • Capacity to influence research in important strategic areas • Knowledge on the progress of relevant research projects and early access to results • Opportunity to work with leading researchers and to build strong relationships with them • Opportunity to identify the best potential industry recruits • Guidance on other Research Council activities and funding opportunities • Promotion of companies through relevant activities, objectives and outputs View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"RD-2009-3476"	"Crop Improvement Research Club (CIRC)"	"http://cereals.ahdb.org.uk/publications/2010/january/01/crop-improvement-research-club-(circ).aspx"	"2010"	"2015"	"  The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. There is an urgent need to develop sustainable new crop varieties with greater yield potential with reduced inputs. The challenge for industry will be to achieve high yielding, cereal varieties that consistently produce high quality products that are safe, nutritious and meet end-user requirements. Therefore, BBSRC and the Scottish Government have brought together industry and the research community to support research efforts on oilseed rape, barley and wheat and their uses in food production through the development of the Crop Improvement Research Club. The project The project aims to: - Strengthen the UK research community in the areas of crop breeding, production and processing through interdisciplinary research and the provision of training - Ensure the exchange of knowledge between the science base and industry through effective networking between academic groups and companies - Develop a greater understanding of quality and yield traits and of the complex genetic and environmental factors affecting them through: The benefits This initiative has increased investment in research activity that would underpin the needs of the crop production and processing industry to address the challenge of maintaining food security. As no single organisation could hope to undertake the sort of research that CIRC enables, by clubbing together with the help of public funders, it is expected to make improvements across the industry. The anticipated output could help to reduce waste, improve quality and deliver cost savings benefitting wider society. To date, this programme is supporting 15 research projects and 10 four-year PhD studentships aligned with the funded projects. View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"218-0002"	"AHDB Farm-scale resource use efficiency calculator"	"http://cereals.ahdb.org.uk/publications/2014/may/19/ahdb-farm-scale-resource-use-efficiency-calculator.aspx"	"2013"	"2015"	"The challenge Lifecycle analysis (LCA) is a recognised, if still developing, methodology to assess the environmental impacts associated with all the stages of a product's life, and is most commonly used by policy makers and the supply chain. Data used in LCA may also be interpreted from the perspective of resource use efficiency, in terms which are potentially more meaningful for primary producers, striving to optimise productivity within sustainable farming businesses. Existing tools generally focus on a single enterprise but managers' decisions on resource use can have effects on several enterprises on a farm. There is a need for a calculator that can examine the overall resource use across enterprises on a farm. AHDB wishes to build awareness and understanding in their stakeholder communities of the way that farm management decisions on the use of resources (including land) determine environmental impacts. This project is being undertaken to explore, develop and deliver a computer-based “resource use efficiency calculator” for use in the organisation’s interactions with UK farming and supply chain businesses. The project will result in calculator that will calculate other established LCA criteria including: primary energy use (PEU); global warming potential (GWP); acidification; eutrophication; abiotic resource use; pesticide use; land requirement and extracted water use to enable a comprehensive life-cycle inventory (LCI) of the environmental burdens and resource use to be established. The project The main aim of the project is: to develop a AHDB Resource Use Efficiency Calculator to build awareness and understanding of how farm management decisions on the use of resources (including land) determine environmental impacts and associated economic impacts. A further aim is: to show how a user-friendly, computer-based AHDB Resource Use Efficiency Calculator can be used in AHDB’s interactions with UK farming and supply chain businesses, to investigate the outcomes from possible changes that might be made to farming systems. This work will develop a new calculator specifically tailored to the needs of the AHDB that will not be a refinement of existing sector-specific calculators. The consortium will draw on the learning from existing resource use/environmental impact decision support tools already developed by the consortium members, including the PAS2050 certified calculator from SRUC and incorporate this knowledge into the AHDB Resource Use Efficiency (RUE) Calculator. The calculator consists of a number of key components: The benefits This work will develop a new calculator specifically tailored to the needs of the AHDB that will not be a refinement of existing sector-specific calculators. The project will result in calculator that will calculate other established LCA (Life-Cycle Analysis) criteria including: primary energy use (PEU); global warming potential (GWP); acidification; eutrophication; abiotic resource use; pesticide use; land requirement and extracted water use to enable a comprehensive life-cycle inventory (LCI) of the environmental burdens and resource use to be established. View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"ADAS"
"RD-2010-3772"	"Agricultural biomass supply chain greenhouse gas (GHG) reporting"	"http://cereals.ahdb.org.uk/publications/2013/january/21/agricultural-biomass-supply-chain-greenhouse-gas-(ghg)-reporting.aspx"	"2012"	"2013"	"  The challenge UK agriculture is likely to have a crucial role in biomass production for the renewable heat, power and transport fuel sectors in the future, as sustainability standards are developed and introduced, and the ability or attractiveness to import cheaper (perhaps less sustainable feedstocks) is reduced. The Renewable Energy Directive (RED) has set ambitious targets for the EU, aiming for a 20% contribution from renewable energy by 2020. In order to achieve these targets, each member state has published a Renewable Energy Action Plan (REAP) which sets out their desired delivery mechanisms. The UKs response is the Renewable Energy Strategy (RES) which defines how the overall target of 15% of our energy mix coming from renewables by 2020 will be delivered. This is broken down as 10% of transport fuels, 14% of heat and 32% of power coming from renewables. A number of policy instruments are in place to incentivise renewable energy generation; Under the RTFO and the RO, aimed at larger-scale generators, there are carbon and sustainability reporting requirements which are currently voluntary. However, from 2013 reports will become mandatory and, eventually, generators are expected to be rewarded according to the GHG savings made. Initially generators will be able to use EU default values for reporting GHG savings; as little information is available, these default values are conservative and only just allow most supply chains to achieve the minimum criteria. However, as more data becomes available or is fed into the calculation, the accuracy increases and the GHG targets are more easily achieved. Domestically supplied feedstock relying on EU default values achieves the minimum criteria; however, with actual data this could be improved. There is a significant opportunity to improve the quality and availability of data to demonstrate how domestic feedstocks can exceed the required GHG savings by following good agricultural practice and to prepare suppliers and generators for the future. Bioethanol from wheat, biodiesel from oilseed rape and bio-electricity from energy crops are the three main biomass-supply chains to which the UK supplies feedstock. These are the three areas under scrutiny in this project, with the aim of improving data availability and quality, to move from relying on the conservative default values to using more accurate actual values. Using biofuels as an example, the default values suggest a 36% GHG saving for FAME biodiesel from oilseed rape and a 26% saving for bioethanol from wheat. However, when using actual values it is thought that this saving can be increased to 65 and 75% respectively. Likewise in renewable power, savings of 60% are proposed to eventually be linked to the receipt of Renewables Obligation Certificates (ROCs); although UK energy crops are thought to be capable of exceeding this target, data is not widely available and has not yet been verified. The project This project is intended to collate and present greenhouse gas (GHG) data representing the UK agricultural supply chain for three industrial use crops; oilseed rape for biodiesel, wheat for bioethanol and miscanthus for bio-power. Data collated from relevant industrial contributors will be run through official GHG reporter tools hosted by Ofgem. Outputs will be presented as summary case studies to illustrate how UK feedstocks can achieve and exceed the desired savings, in order for generators and producers to remain eligible for the respective financial incentives in the future. The outputs of the project are intended to inform farmers, advisers, policy makers and industry.    The benefits Farmers The case studies would be helpful to growers of wheat, oilseed rape and miscanthus to understand how easy it is for them to supply sustainable feedstock by following standard good agricultural practice in the UK. The case studies would also highlight where they can make improvements in the management of their crops, to improve on the carbon intensity figure to potentially make their feedstocks even more attractive to UK generators. This could eventually carry a price premium post-April 2013 when incentives are likely to be linked to the carbon intensity of a given supply chain. Advisors The case studies will allow advisers, agronomists and consultants to prepare farmers to supply sustainable biomass to the renewable energy sector, following good agricultural practice standards, in the same way as the farmers would benefit, as outlined above. Policy makers The results will provide policy makers with sufficient evidence to allow them to justify the carbon intensity thresholds and the potential for achieving these thresholds with UK feedstocks. The case studies will be valuable for demonstrating how UK biomass can make a significant and sustainable contribution to our ambitious renewable energy targets Industry Following the recent Committee on Climate Change (CCC) Bioenergy review, suggesting the carbon intensity figure should be further reduced for solid biomass to power from 285kgCo2/t to 200kgCO2/t, industry would benefit by understanding the value of sustainable domestic feedstocks and the importance of them for meeting the desired savings, and remaining eligible for the financial incentives post April 2013. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"NNFCC"
"RD-2009-3638"	"Environmental and Nutritional Benefits of BIOethanol co-products (ENBBIO)"	"http://cereals.ahdb.org.uk/publications/2010/july/16/environmental-and-nutritional-benefits-of-bioethanol-co-products-(enbbio).aspx"	"2010"	"2013"	"  The problem The use of protein concentrates in livestock feeding is an essential feature of the modern livestock industry. However there has been undue reliance on imported soya as the main protein source which has recently raised environmental issues relating to land use change and, specifically, the release of carbon from cropping of high carbon stock soils. Replacement of imported feedstuffs with Distillers Dried Grains with Solubles (DDGS), produced as a result of distilling and bioethanol production, could have a significant positive impact on energy and nutrient utilisation and reduce levels of imported protein. Currently around 250 kt/annum of DDGS from the distilling industry is used in animal feed but supply will increase to 960 kt/annum with the opening of new bioethanol plants by Ensus in 2009 and Vivergo in 2010. However, the goal of replacing imported feedstuffs, including soya bean meal, requires optimisation of all the processes involved to ensure that nutritive value is maximised. Project aims To quantify sources of variability in DDGS, identify opportunities to enhance their value, to consider innovative processes to reduce fibre content (for non-ruminants) and to quantify the contribution of co-products to the overall GHG balance of UK crop, livestock and ethanol production. Approach - Quantify the chemical composition of UK sources of DDGS and other co-products - Quantify the nutritional value of UK sources of DDGS and other co-products in both ruminant and non-ruminant species - Identify routes to improving nutritional value of DDGS - Quantify the overall benefits of DDGS production on reducing diffuse pollutants, and enhancing home-grown protein production Benefits to the industry A more consistent DDGS product and an improved understanding of livestock performance and diet inclusion rates will benefit the arable and livestock industries. Because all parts of the supply chain - from grain procurement through biofuels producers and distillers to end users of co-products - are participating in the project information can be communicated to the entire industry. This will work at various levels, through nutrition experts, trade bodies, food suppliers and the biofuels industry themselves as standards for grain and DDGS develop over the coming years. View printer friendly versions of these publications"	"146"	"Phillips, Kate"	"-1"	"-1"	"ADAS"
"RD-2007-3386"	"Practical cost-effective techniques to reduce pollution from tramlines in combinable crops: a field and catchment scale evaluation"	"http://cereals.ahdb.org.uk/publications/2009/september/28/practical-cost-effective-techniques-to-reduce-pollution-from-tramlines-in-combinable-crops-a-field-and-catchment-scale-evaluation.aspx"	"2009"	"2014"	"VIDEO: Project Demonstration at Tillage 2011 The problem   Recent Defra-funded research has shown conclusively that over 80% of over-winter losses of suspended and total sediment, total phosphorus and total nitrogen in surface runoff, on moderate slopes, are associated with unvegetated and compacted tramline wheelings. Latest results show that disrupting compacted tramlines using a cultivator after spraying autumn-sown crops is a highly effective method for reducing runoff and associated pollutant losses Project aims   The project aims to design, prototype and test the efficacy of practical and cost effective engineering solutions for reducing runoff and associated diffuse pollution from tramline wheelings in combinable crops. Benefits to the industry   The main benefit to the industry is the development, evaluation and refinement of practical engineering solutions for tramline management which are both cost effective and fully compatible with agri-environmental policy. The project will also provide guidance for farmers on targeted management of tramlines in cereal cropping systems. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"ADAS"
"RD-2007-3378"	"Utilising adaptive winter wheat populations for increased economic and environmental returns"	"http://cereals.ahdb.org.uk/publications/2008/december/05/utilising-adaptive-winter-wheat-populations-for-increased-economic-and-environmental-returns.aspx"	"2008"	"2012"	"  The problem Conventional UK wheat crops are composed of monocultures of individual varieties selected for production under high inputs. Consequently, when grown under low input conditions such varieties have considerable yield and quality shortfalls (4 to 5 t/ha modal range). This reduced productivity is the result of the interaction between varieties that have not been selected for production under low-input conditions, and the field environments that are often highly variable in the absence of a range of inputs. Project aims The overall aim of the project is to improve the performance and stability of performance of winter wheat under environmental conditions that are forecast to become more unpredictable and more costly to ameliorate through inputs. Approach The performance and stability of performance of wheat Composite Cross Populations (CCPs) will be determined over a wide range of environmental conditions and related to phenotypic and genotypic analysis. Benefits to the industry - Increased economic returns from high and stable yield and quality over diverse environments. - Decreased cereal production costs from reduced agrochemical inputs (whilst maintaining yield and quality). - Potential reduction of greenhouse gas emissions, e.g. by reducing inputs and by improved fermentation efficiency of grain production to be used for biofuels. - Marketing 'edge' for small scale producers, organic, low input or non-organic from locally adapted CCPs. - Unique products will support local food supply networks. View printer friendly versions of these publications"	"146"	"Wolfe, Prof. Martin"	"-1"	"-1"	"The Organic Research Centre"
"2130001105"	"Fusarium risk reporting – based on real-time data collection"	"http://cereals.ahdb.org.uk/publications/2015/september/25/fusarium-risk-reporting-–-based-on-real-time-data-collection.aspx"	"2015"	"2017"	"The challenge The wheat supply chain has raised some concerns about the reliability of farmer mycotoxin risk assessments submitted with grain consignments. There is now an opportunity to provide an early indication of regional fusarium risks within the season that can be used by farmers during the completion of their risk assessments to improve accuracy, and by the supply chain, to get a better understanding of regional in-season risks. The project The overall aim is to improve the information available on fusarium infection risk during flowering to raise awareness amongst farmers of mycotoxin risks, to aid accurate completion of mycotoxin risk assessments and increase reliability of information, and to give an early indication of season regional mycotoxin risks for the supply industry. This would be achieved through: 1. Monitoring and reporting – Run weekly fusarium infection risk monitoring from ear emergence (mid-May) to end of flowering (early July) covering 30 counties in GB and provide six reports on fusarium infection risk in each year. 2. Validation – Undertake targeted harvest mycotoxin DON test results to compare to monitoring. 3. Develop methodology and pilot use of early season mycotoxin testing (between flowering and harvest). The benefits The project would provide more accurate level of information around the fusarium infection risk at flowering. Weekly reporting will aim to raise farmer’s awareness of the local fusarium infection risk, and subsequent concerns of mycotoxin. This would allow farmers will take action to minimise the mycotoxin risks in their grain, e.g. through timely ear wash applications, or through segregation and appropriate marketing of high risk crops. The early indication of fusarium infection risk should provide the industry with an early warning of mycotoxin hot spots that may need greater focus on testing if grain is purchased from those regions. View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"ADAS"
"RD-2012-3776"	"Improving winter malting barley quality and developing an understanding of the interactions of introgressions with genetic background (IMPROMALT)"	"http://cereals.ahdb.org.uk/publications/2013/july/03/improving-winter-malting-barley-quality-and-developing-an-understanding-of-the-interactions-of-introgressions-with-genetic-background-(impromalt).aspx"	"2011"	"2018"	"The problem There are major concerns from the end-user industries about the long-term sustainability of the barley crop. Many regions in Europe are having to down-grade their malting specifications to source sufficient intake due to inclement climatic conditions. Drought during grain fill can result in increased grain N content and failing to achieve malting specifications, particularly in Eastern England, where much English malting barley is sourced. Such drought conditions are likely to become more frequent and will affect the spring crop much more than the winter crop, which can escape the worst effects of summer drought through a much earlier maturity. Whilst winter barley might therefore provide a more consistent supply, the proportion bought by English maltsters has declined by more than 25% over the past 20 years. Project aims The project aims to: • Utilise knowledge gained from a previous project to introgress specific genetic loci associated with malting quality from the spring into the winter crop, in order to bring the overall quality level of the winter crop up to that of the spring.  Benefits to the industry The information from this project will help breeders identify the best crosses to make to achieve specific breeding goals such as improved malting quality. This in turn will benefit the malting, brewing and distilling industries as it will improve the efficiency and sustainability of their businesses. In addition, the greater availability of winter malting barley varieties that meet distillers requirements will benefit the industry as the higher yield of the winter crop means that potential supply problems from an increased demand can better be met from the home market rather than resorting to imports. View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"James Hutton Institute"
"3803"	"Maximising the potential for Pch1 eyespot resistance and increased grain protein content in commercial wheat"	"http://cereals.ahdb.org.uk/publications/2014/july/31/maximising-the-potential-for-pch1-eyespot-resistance-and-increased-grain-protein-content-in-commercial-wheat.aspx"	"2014"	"2018"	"  The challenge Eyespot disease in cereals poses a threat to the UK wheat crop and is particularly serious in second wheat situations, where yield losses of up to 30% can occur. In the UK, losses average in the order of £12-20 million per annum, despite significant expenditure on fungicides. Few sources of eyespot resistance are known, the most potent being the gene Pch1. Wheat varieties carrying the segment of chromosome which holds Pch1 are highly resistant to eyespot and give a higher grain protein content than expected for their yield. However, these varieties also suffer a yield penalty. The project The project will determine the relative position of genes for the three traits and produce plant material to isolate eyespot resistance and increased protein content from reduced yield. DNA markers will also be developed to allow breeders to track the three traits in their breeding programmes, allowing selection for the desirable traits and removal of the unwanted yield loss trait. The benefits The materials developed in this project will feed into breeding programmes and eventually into commercially available varieties. This will directly benefit plant breeders, and subsequently growers, through the availability of eyespot resistant wheat varieties with high yield and high grain protein content. These eyespot resistant varieties will require a reduced fungicide application, contributing to improved profitability for growers as well as environmental benefits, whilst the improved grain protein quality will allow breeders to produce varieties suitable for milling. View a printer friendly version of this publication"	"146"	"Nicholson, Paul"	"-1"	"-1"	"John Innes Centre"
"RD-2012-3805"	"Predicting wheat quality for broilers"	"http://cereals.ahdb.org.uk/publications/2013/july/23/predicting-wheat-quality-for-broilers.aspx"	"2013"	"2015"	"  The challenge In 2012, poor weather conditions during the growing and harvesting periods impacted negatively on grain-filling and caused increases in levels of fusarium and microdochium species, which, separately, or in combination, may have lowered the specific weight and the market value of feed wheat.  Specific weight is widely used by the feed industry as a measure of grain quality, though uncertainty remains about the exact relationship between this parameter and nutritive value.  At present, there are no precise and rapid alternatives for predicting feed quality. AFBI has previously shown that near infrared spectroscopy (NIRS) has the potential to accurately predict broilers performance when offered a diet based on particular wheats. However, these predictions were based on experimental conditions only. It has been suggested that the moisture content of grain at harvest and subsequent drying conditions have a detrimental effect on feed quality but there is a lack of documentary information for this assertion and requires further investigation. The project The aims of this project are to: The benefits The project outputs could lead to: View printer friendly versions of these publications"	"146"	""	"-1"	"-1"	"AFBI"
"3774"	"Analysis of the genetic and environmental factors influencing grain quality of milling oats (PhD)"	"http://cereals.ahdb.org.uk/publications/2012/december/27/analysis-of-the-genetic-and-environmental-factors-influencing-grain-quality-of-milling-oats-(phd).aspx"	"2014"	"2017"	"  The challenge The market value of the oats is determined by its hectolitre weight and failure to meet the minimum weight (50kg/hl) can lead to the crop being rejected or reduced in value. However, relatively little is known of its physical basis, and results can be affected by growing conditions and on the measurement method used. Several studies suggest that hectolitre weight may not measure milling quality adequately. A key factor affecting milling yield is the kernel content and accurate testing for this is time-consuming, labour-intensive and costly using existing methods. The project The project aims to: The benefits Oat millers: This project has support from oat millers who currently use hectolitre weight to assess milling quality of oats. They will also benefit by assuring the sustainability of the UK oat crop. Arable Producers: will benefit as current methods of assessing hectolitre weight often result in the rejection of the crop or a reduction of its value. Understanding the components leading to improved milling yield without compromising agronomic yield would result in a better fit of cereals to market requirements, thus maintaining and enhancing their value and the size of the market for UK cereals. Understanding the influence of environment and management on grain quality will enable growers to develop practises that maximise high milling quality oats. Plant breeders: will accelerate plant breeding by providing tools for genetic analysis and phenotyping and novel germplasm to underpin future variety improvement for specific end uses. View printer friendly versions of these publications"	"146"	"Howarth, Catherine"	"-1"	"-1"	"Aberystwyth University"
"1100005"	"Sustainable Agriculture Research and Innovation Club (SARIC)"	"http://cereals.ahdb.org.uk/publications/2016/march/07/sustainable-agriculture-research-and-innovation-club-(saric).aspx"	"2014"	"2019"	"The challenge A rising global population combined with global climate change, the potential spread of newly emerging diseases of livestock and crops, and the volatility of oil prices threaten global food security. The Sustainable Agriculture Research and Innovation Club (SARIC) is a joint BBSRC and NERC initiative to support innovative projects that will provide solutions to key challenges affecting the efficiency, productivity and sustainability of the UK crop and livestock sectors. The project The agricultural industry has a significant impact upon the UK’s economy and environment. The industry has around 150,000 businesses in the UK, which is 6% of the total, and employs 660,000 people. The sector contributes £9.9 billion to UK GDP through production of both livestock and crops. In 2014 the Utilised Agricultural Area was 17.2M hectares, which is 71% of land in the UK. SARIC was created as a public-private partnership that will enhance the efficiency, productivity and sustainability of our agricultural systems. The club will enable the UK research base to contribute to the substantial innovation opportunities connected with the sustainable intensification of agriculture. Over five years SARIC will invest in activities in the research base that translate existing knowledge and generate new insights to benefit the UK. The activities will bring together multidisciplinary teams in novel collaborations with expertise from the biological, environmental, economic and social sciences. The benefits BBSRC, NERC and ESRC have a strong record in managing collaborative research programmes, including the Research Innovation Club mechanism. Companies report a range of significant benefits from their engagement with the Research Councils: • Capacity to influence research in important strategic areas • Knowledge on the progress of relevant research projects and early access to results • Opportunity to work with leading researchers and to build strong relationships with them • Opportunity to identify the best potential industry recruits • Guidance on other Research Council activities and funding opportunities • Promotion of companies through relevant activities, objectives and outputs View a printer friendly version of this publication"	"146"	""	"-1"	"-1"	"BBSRC"
"217-0002 (71282)"	"Mycotoxin contamination: assessment of risk in livestock system"	"http://cereals.ahdb.org.uk/publications/2014/august/18/mycotoxin-contamination-assessment-of-risk-in-livestock-system.aspx"	"2014"	"2015"	"The challenge Mycotoxins at high concentrations can have a direct impact on animal health and welfare. Such conditions are rarely seen in the UK. However, at lower concentrations mycotoxins can impact on livestock performance such as decreased litter weights and reduced feed conversion rates, all of which have a direct effect on farm profitability. Currently, the main information source for livestock farmers is companies with a vested interest in the sale of mycotoxin binders/ absorbents/ biotransformation microbes/enzymes. More information is required to be able to provide independent advice for farmers on the prevalence of mycotoxins, risk factors and mitigation strategies. The project The aim is to carry out a three-stage, desk-based review. This will be carried out by researchers with experience of mycotoxins, cereal crops/agronomy and livestock (veterinary and husbandry). It will cover methods for testing mycotoxins in feed, forage, bedding and animals; potential effects on different species with a view to formulating prevention and mitigation strategies in order to reduce mycotoxin exposure effects. Information will be collected from many sources including published scientific literature and grey literature/trade journals. Direct information of mycotoxin issues and other anecdotal evidence will be collected from farmers and industrial sources by survey to ensure all possible information sources are captured. The benefits The main information sources for livestock farmers are companies who may have a vested interest in the sale of mycotoxin binders, absorbents and bio-transformation microbes/enzymes. The review will provide an objective summary of the UK situation with respect to mycotoxins in livestock and highlight research gaps. There will be a series of 1-page key recommendation fact sheets for farmers per livestock species - beef cattle, dairy cattle and pigs. Such information would provide independent advice for farmers on the prevalence of mycotoxins, risk factors and mitigation strategies. View a printer friendly version of this publication"	"146"	"MacDonald, Susan"	"-1"	"-1"	"Fera"
"RD-2011-3779"	"Monitoring of mycotoxins and other contaminants in UK cereals used in malting, milling and animal feed"	"http://cereals.ahdb.org.uk/publications/2012/august/01/monitoring-of-mycotoxins-and-other-contaminants-in-uk-cereals-used-in-malting,-milling-and-animal-feed.aspx"	"2012"	"2016"	"  The challenge Issues relating to food and feed safety and the public perception of wholesomeness, are crucial for market confidence and competitiveness. In recent years, public confidence has been shaken by incidents such as BSE and dioxins in animal feed. Levels of  mycotoxins  and pesticides in cereal-based foods continue to be a major focus of EU legislation, and reported exceedances can undermine the acceptability of UK grain in domestic and overseas markets. The project The project aims to: The benefits This project will help assure cereal processors that their raw materials are safe for human and animal consumption. It will generate new data on areas of concern for the cereals industry regarding chemical food safety to build on existing information. Horizon scanning will identify emerging risks and alert HGCA and associated stakeholders (MAGB, NABIM, and AIC) to issues of concern. This will help prepare the industry in cases of future problems and changes in legislation. View printer friendly versions of these publications"	"146"	"Byrd, Nick"	"-1"	"-1"	"Campden Technology Ltd"
